호선,역명,호기,승강기번호,설치위치,운행구간,운행방향
3,고속터미널,11,1802-291,"교대 방면4-3, B2-B3",B2-B3,하행
3,고속터미널,12,1802-292,"교대 방면4-3, B3-B2",B3-B2,상행
3,고속터미널,13,1802-107,"교대 방면7-2, B2-B3",B2-B3,하행
3,고속터미널,14,1802-108,"교대 방면7-2, B3-B2",B3-B2,상행
3,고속터미널,15,1802-104,"교대 방면9-2, B2-B3",B2-B3,하행
3,고속터미널,16,1802-105,"교대 방면9-2, B3-B2",B3-B2,상행
3,고속터미널,17,1809-326,"대합실(경부선 환승통로 방면), B1-B2",B1-B2,하행
3,고속터미널,18,1809-327,"대합실(경부선 환승통로 방면), B2-B1",B2-B1,상행
3,고속터미널,19,1802-109,"대합실(경부선 환승통로 방면), B1-B2",B1-B2,하행
3,고속터미널,20,1802-110,"대합실(경부선 환승통로 방면), B2-B1",B2-B1,상행
3,고속터미널,21,1809-328,"대합실(경부선 환승통로 방면), B1-B2",B1-B2,하행
3,고속터미널,22,1809-329,"대합실(경부선 환승통로 방면), B2-B1",B2-B1,상행
3,고속터미널,23,1809-338,"대합실(경부선 환승통로 방면), B1-B2",B1-B2,하행
3,고속터미널,24,1802-111,"대합실(경부선 환승통로 방면), B2-B1",B2-B1,상행
3,교대,1,1809-330,"고속터미널 방면3-2, 남부터미널 방면8-3, B2-B3",B2-B3,하행
3,교대,2,1809-331,"고속터미널 방면3-2, 남부터미널 방면8-3, B3-B2",B3-B2,상행
3,남부터미널,1,1802-115,"6번 출구 측, 1F-B1",1F-B1,하행
3,남부터미널,2,1802-116,"6번 출구 측, B1-1F",B1-1F,상행
3,양재,1,1802-399,"5번 출구 측, 1F-B1",1F-B1,하행
3,양재,2,1802-398,"5번 출구 측, B1-1F",B1-1F,상행
3,매봉,1,1807-908,"4번 출구 측, 1F-B1",1F-B1,하행
3,매봉,2,1807-907,"4번 출구 측, B1-1F",B1-1F,상행
3,매봉,3,1809-592,"1번 출구 측, 1F-B1",1F-B1,하행
3,매봉,4,1809-591,"1번 출구 측, B1-1F",B1-1F,상행
3,도곡,1,1807-846,"매봉 방면4-1, B1-B3",B1-B3,하행
3,도곡,2,1807-847,"매봉 방면4-1, B3-B1",B3-B1,상행
3,도곡,3,1807-913,"매봉 방면7-4, B1-B3",B1-B3,하행
3,도곡,4,1807-912,"매봉 방면7-4, B3-B1",B3-B1,상행
3,도곡,5,1807-915,"대치 방면4-1, B1-B3",B1-B3,하행
3,도곡,6,1807-914,"대치 방면4-1, B3-B1",B3-B1,상행
3,도곡,7,1807-848,"대치 방면7-4, B1-B3",B1-B3,하행
3,도곡,8,1807-849,"대치 방면7-4, B3-B1",B3-B1,상행
3,대치,1,1807-887,"도곡 방면1-1, 학여울 방면10-4, B2-B3",B2-B3,하행
3,대치,2,1807-854,"도곡 방면1-1, 학여울 방면10-4, B3-B2",B3-B2,상행
3,대치,3,1807-855,"도곡 방면10-4, 학여울 방면1-1, B2-B3",B2-B3,하행
3,대치,4,1807-888,"도곡 방면10-4, 학여울 방면1-1, B3-B2",B3-B2,상행
3,대치,5,1810-043,"4번 출구 측, 1F-B1",1F-B1,하행
3,대치,6,1810-044,"4번 출구 측, B1-1F",B1-1F,상행
3,대치,7,1812-120,"8번 출구 측, 1F-B1",1F-B1,하행
3,대치,8,1812-119,"8번 출구 측, B1-1F",B1-1F,상행
3,학여울,1,1809-354,"대합실(1번출구 방면), B2-B4",B2-B4,하행
3,학여울,2,1809-355,"대합실(1번출구 방면), B4-B2",B4-B2,상행
3,대청,1,1807-886,"6번 출구 측, 1F-B1",1F-B1,하행
3,대청,2,1807-885,"6번 출구 측, B1-1F",B1-1F,상행
3,대청,3,1811-190,"3번 출구 측, 1F-B1",1F-B1,하행
3,대청,4,1811-189,"3번 출구 측, B1-1F",B1-1F,상행
3,일원,1,1811-327,"1번 출구 측, 1F-B1",1F-B1,하행
3,일원,2,1811-328,"1번 출구 측, B1-1F",B1-1F,상행
3,일원,3,1811-301,"2번 출구 측, B1-1F",B1-1F,상행
3,일원,4,1811-302,"3번 출구 측, 1F-B1",1F-B1,하행
3,일원,5,1811-319,"6번 출구 측, B1-1F",B1-1F,상행
3,일원,6,1811-320,"6번 출구 측, 1F-B1",1F-B1,하행
3,수서,1,1802-119,"1번 출구 측, 1F-B1",1F-B1,하행
3,수서,2,1802-120,"1번 출구 측, B1-1F",B1-1F,상행
3,수서,3,1802-055,"2번 출구 측, 1F-B1",1F-B1,하행
3,수서,4,1802-056,"2번 출구 측, B1-1F",B1-1F,상행
3,수서,5,1802-117,"6번 출구 측, 1F-B1",1F-B1,하행
3,수서,6,1802-118,"6번 출구 측, B1-1F",B1-1F,상행
3,수서,7,1812-114,"일원 방면9-3, B1-B2",B1-B2,하행
3,수서,8,1812-113,"일원 방면9-3, B2-B1",B2-B1,상행
3,수서,9,1812-116,"가락시장 방면2-2, B1-B2",B1-B2,하행
3,수서,10,1812-115,"가락시장 방면2-2, B2-B1",B2-B1,상행
3,수서,11,1812-970,"5번 출구 측, 1F-B1",1F-B1,하행
3,수서,12,1812-969,"5번 출구 측, B1-1F",B1-1F,상행
3,가락시장,1,1809-395,"수서 방면4-4, B2-B4",B2-B4,하행
3,가락시장,2,1809-396,"수서 방면4-4, B4-B2",B4-B2,상행
3,가락시장,3,1809-397,"수서 방면6-3, B2-B4",B2-B4,하행
3,가락시장,4,1809-398,"수서 방면6-3, B4-B2",B4-B2,상행
3,가락시장,5,1809-399,"수서 방면8-3, B3-B4",B3-B4,하행
3,가락시장,6,1809-400,"수서 방면8-3, B4-B3",B4-B3,상행
3,가락시장,7,1808-601,"경찰병원 방면2-1, B4-B3",B4-B3,상행
3,가락시장,8,1808-602,"경찰병원 방면2-1, B4-B3",B4-B3,상행
3,가락시장,9,1808-603,"경찰병원 방면3-2, B3-B4",B3-B4,하행
3,가락시장,10,1808-604,"경찰병원 방면3-2, B4-B3",B4-B3,상행
3,가락시장,11,1808-605,"경찰병원 방면5-2, B2-B4",B2-B4,하행
3,가락시장,12,1808-606,"경찰병원 방면5-2, B4-B2",B4-B2,상행
3,가락시장,13,1808-607,"경찰병원 방면7-1, B2-B4",B2-B4,하행
3,가락시장,14,1808-608,"경찰병원 방면7-1, B4-B2",B4-B2,상행
3,가락시장,15,1808-609,"대합실(2번출구 방면), B1-B2",B1-B2,하행
3,가락시장,16,1808-610,"대합실(2번출구 방면), B2-B1",B2-B1,상행
3,가락시장,17,1808-611,"대합실(2번출구 방면), B1-B2",B1-B2,하행
3,가락시장,18,1808-612,"대합실(2번출구 방면), B2-B1",B2-B1,상행
3,가락시장,19,1808-613,"7번 출구 측, 1F-B1",1F-B1,하행
3,가락시장,20,1808-614,"7번 출구 측, B1-1F",B1-1F,상행
3,가락시장,21,1808-616,"8번 출구 측, 1F-B2",1F-B2,하행
3,가락시장,22,1808-615,"8번 출구 측, B2-1F",B2-1F,상행
3,경찰병원,1,1809-375,"가락시장 방면2-1, B1-B3",B1-B3,하행
3,경찰병원,2,1809-376,"가락시장 방면2-1, B3-B1",B3-B1,상행
3,경찰병원,3,1809-377,"가락시장 방면6-2, B1-B3",B1-B3,하행
3,경찰병원,4,1809-378,"가락시장 방면6-2, B3-B1",B3-B1,상행
3,경찰병원,5,1809-379,"가락시장 방면7-4, B1-B3",B1-B3,하행
3,경찰병원,6,1809-380,"가락시장 방면7-4, B3-B1",B3-B1,상행
3,경찰병원,7,1809-381,"오금 방면4-1, B1-B3",B1-B3,하행
3,경찰병원,8,1809-382,"오금 방면4-1, B3-B1",B3-B1,상행
3,경찰병원,9,1809-383,"오금 방면5-3, B1-B3",B1-B3,하행
3,경찰병원,10,1809-384,"오금 방면5-3, B3-B1",B3-B1,상행
3,경찰병원,11,1809-385,"오금 방면9-4, B1-B3",B1-B3,하행
3,경찰병원,12,1809-386,"오금 방면9-4, B3-B1",B3-B1,상행
3,경찰병원,13,1809-387,"1번 출구 측, 1F-B1",1F-B1,하행
3,경찰병원,14,1809-388,"1번 출구 측, B1-1F",B1-1F,상행
3,경찰병원,15,1809-389,"2번 출구 측, 1F-B1",1F-B1,하행
3,경찰병원,16,1809-390,"2번 출구 측, B1-1F",B1-1F,상행
3,경찰병원,17,1809-391,"3,4번 출구 사이, BM-B1",BM-B1,하행
3,경찰병원,18,1809-392,"3,4번 출구 사이, B1-BM",B1-BM,상행
3,경찰병원,19,1809-393,"3번 출구 측, 1F-B1",1F-B1,하행
3,경찰병원,20,1809-394,"3번 출구 측, B1-1F",B1-1F,상행
3,오금,1,1809-360,"경찰병원 방면2-2, B3-B4",B3-B4,하행
3,오금,2,1809-361,"경찰병원 방면2-2, B4-B3",B4-B3,상행
3,오금,3,1809-362,"경찰병원 방면4-2, B1-B4",B1-B4,하행
3,오금,4,1809-363,"경찰병원 방면4-2, B4-B1",B4-B1,상행
3,오금,5,1809-364,"경찰병원 방면7-1, B3-B4",B3-B4,하행
3,오금,6,1809-365,"오금 방면4-4, B4-B3",B4-B3,상행
3,오금,7,1809-366,"오금 방면7-3, B1-B4",B1-B4,하행
3,오금,8,1809-367,"오금 방면7-3, B4-B1",B4-B1,상행
3,오금,9,1809-368,"오금 방면9-3, B3-B4",B3-B4,하행
3,오금,10,1809-369,"오금 방면9-3, B4-B3",B4-B3,상행
3,오금,11,1809-370,"환승통로(5호선), B1-B3",B1-B3,하행
3,오금,12,1809-371,"환승통로(5호선), B3-B1",B3-B1,상행
3,오금,13,1809-372,"1번 출구 측, 1F-B1",1F-B1,하행
3,오금,14,1809-373,"1번 출구 측, B1-1F",B1-1F,상행
3,오금,15,1809-374,"2번 출구 측, B1-1F",B1-1F,상행
4,당고개,1,1813-713,"별내별가람 방면3-1, 3F-2F",3F-2F,하행
4,당고개,2,1813-714,"별내별가람 방면3-1, 2F-3F",2F-3F,상행
4,당고개,3,1803-225,"1,4번 출구 측, 2F-1F",2F-1F,하행
4,당고개,4,1815-715,"1,4번 출구 측, 1F-2F",1F-2F,상행
4,상계,1,1810-582,"1번 출구 측, 2F-1F",2F-1F,하행
4,상계,2,1810-581,"1번 출구 측, 1F-2F",1F-2F,상행
4,상계,3,1810-594,"노원 방면2-1, 2F-3F",2F-3F,상행
4,상계,4,1810-595,"노원 방면2-1, 3F-2F",3F-2F,하행
4,노원,1,1806-720,"1번 출구 측, 2F-1F",2F-1F,하행
4,노원,2,1803-067,"1번 출구 측, 1F-2F",1F-2F,상행
4,노원,3,1813-716,"2번 출구 측, 3F-2F",3F-2F,하행
4,노원,4,1813-715,"2번 출구 측, 2F-3F",2F-3F,상행
4,창동,1,1806-832,"1번 출구 측, 2F-1F",2F-1F,하행
4,창동,2,1806-842,"1번 출구 측, 1F-2F",1F-2F,상행
4,창동,3,1810-584,"1번 출구 측(주민통로), 2F-1F",2F-1F,하행
4,창동,4,1810-585,"1번 출구 측(주민통로), 1F-2F",1F-2F,상행
4,창동,5,1810-586,"2번 출구 측, 2F-1F",2F-1F,하행
4,창동,6,1810-587,"2번 출구 측, 1F-2F",1F-2F,상행
4,쌍문,1,1803-299,"4번 출구 측, 1F-B1",1F-B1,하행
4,쌍문,2,1803-300,"4번 출구 측, B1-1F",B1-1F,상행
4,쌍문,3,1810-171,"2번 출구 측, 1F-B1",1F-B1,하행
4,쌍문,4,1810-172,"2번 출구 측, B1-1F",B1-1F,상행
4,쌍문,5,1813-707,"3번 출구 측, 1F-B1",1F-B1,하행
4,쌍문,6,1813-708,"3번 출구 측, B1-1F",B1-1F,상행
4,수유,1,1809-186,"3번 출구 측, 1F-B1",1F-B1,하행
4,수유,2,1809-187,"3번 출구 측, B1-1F",B1-1F,상행
4,수유,3,1809-188,"8번 출구 측, 1F-B1",1F-B1,하행
4,수유,4,1809-189,"8번 출구 측, B1-1F",B1-1F,상행
4,미아,1,1806-719,"3번 출구 측, 1F-B1",1F-B1,하행
4,미아,2,1806-718,"3번 출구 측, B1-1F",B1-1F,상행
4,미아,3,1806-895,"1번 출구 측, 1F-B1",1F-B1,하행
4,미아,4,1806-894,"1번 출구 측, B1-1F",B1-1F,상행
4,미아,5,1803-202,"6번 출구 측, 1F-B1",1F-B1,하행
4,미아,6,1803-201,"6번 출구 측, B1-1F",B1-1F,상행
4,미아사거리,1,1806-716,"3번 출구 측, 1F-B1",1F-B1,하행
4,미아사거리,2,1806-717,"3번 출구 측, B1-1F",B1-1F,상행
4,길음,1,1806-831,"2번 출구 측, B1-1F",B1-1F,상행
4,길음,2,1803-356,"3번 출구 측, 1F-B1",1F-B1,하행
4,길음,3,1803-355,"3번 출구 측, B1-1F",B1-1F,상행
4,성신여대입구,1,1803-353,"1번 출구 측, 1F-B1",1F-B1,하행
4,성신여대입구,2,1803-354,"1번 출구 측, B1-1F",B1-1F,상행
4,성신여대입구,3,1810-583,"4번 출구 측, 1F-B1",1F-B1,하행
4,성신여대입구,4,1806-697,"4번 출구 측, B1-1F",B1-1F,상행
4,한성대입구,1,1809-932,"5번 출구 측, 1F-B1",1F-B1,하행
4,한성대입구,2,1809-931,"5번 출구 측, B1-1F",B1-1F,상행
4,혜화,1,1800-166,"1번 출구 측, 1F-B1",1F-B1,하행
4,혜화,2,1800-165,"1번 출구 측, B1-1F",B1-1F,상행
4,혜화,3,1810-100,"3번 출구 측, 1F-B1",1F-B1,하행
4,혜화,4,1810-099,"3번 출구 측, B1-1F",B1-1F,상행
4,동대문,1,1801-111,"동대문역사문화공원 방면7-4, B2-B4",B2-B4,하행
4,동대문,2,1801-112,"혜화 방면4-1, B4-B2",B4-B2,상행
4,동대문,3,1801-113,"동대문역사문화공원 방면3-3, B2-B4",B2-B4,하행
4,동대문,4,1801-114,"혜화 방면8-2, B4-B2",B4-B2,상행
4,동대문,5,1800-340,"연결통로(4호선), B1-B2",B1-B2,하행
4,동대문,6,1800-341,"1번 출구 측, B2-B1",B2-B1,상행
4,동대문,7,1808-172,"8번 출구 측, 1F-B1",1F-B1,하행
4,동대문,8,1808-173,"8번 출구 측, B1-1F",B1-1F,상행
4,동대문,9,1810-701,"9번 출구 측, 1F-B1",1F-B1,하행
4,동대문,10,1810-702,"9번 출구 측, B1-1F",B1-1F,상행
4,동대문역사문화공원,1,1801-576,"충무로 방면8-3, B1-B3",B1-B3,하행
4,동대문역사문화공원,2,1801-577,"동대문 방면3-1, B3-B1",B3-B1,상행
4,동대문역사문화공원,3,1800-475,"충무로 방면5-2, B2-B3",B2-B3,하행
4,동대문역사문화공원,4,1800-474,"동대문 방면6-3, B3-B2",B3-B2,상행
4,동대문역사문화공원,5,1808-987,"충무로 방면2-4, B2-B3",B2-B3,하행
4,동대문역사문화공원,6,1808-988,"동대문 방면9-1, B3-B2",B3-B2,상행
4,충무로,1,1808-128,"동대문역사문화공원 방면4-2, B3-B2",B3-B2,상행
4,충무로,2,1808-129,"동대문역사문화공원 방면4-2, B3-B2",B3-B2,상행
4,충무로,3,1808-130,"명동 방면6-3, B2-B3",B2-B3,하행
4,충무로,4,1808-131,"동대문역사문화공원 방면6-3, B3-B2",B3-B2,상행
4,충무로,5,1808-132,"명동 방면5-2, B2-B3",B2-B3,하행
4,충무로,6,1808-133,"동대문역사문화공원 방면5-2, B3-B2",B3-B2,상행
4,충무로,8,1808-135,"동대문역사문화공원 방면7-2, B3-B2",B3-B2,상행
4,충무로,9,1808-136,"대합실(동대문역사문화공원 방면4-2), B1-B2",B1-B2,하행
4,충무로,10,1808-137,"대합실(동대문역사문화공원 방면4-2), B2-B1",B2-B1,상행
4,충무로,11,1808-138,"대합실(동대문역사문화공원 방면6-3), B1-B2",B1-B2,하행
4,충무로,12,1808-139,"대합실(동대문역사문화공원 방면6-3), B2-B1",B2-B1,상행
4,충무로,13,1808-140,"대합실(명동 방면5-2), B1-B2",B1-B2,하행
4,충무로,14,1808-141,"대합실(명동 방면5-2), B2-B1",B2-B1,상행
4,충무로,15,1808-142,"대합실(명동 방면7-2), B1-B2",B1-B2,하행
4,충무로,16,1808-143,"대합실(명동 방면7-2), B2-B1",B2-B1,상행
4,충무로,17,1800-486,"3호선환승(휠체어) 좌측, B4-B2",B4-B2,상행
4,충무로,18,1800-487,"3호선환승(휠체어) 좌측, B4-B2",B4-B2,상행
4,충무로,19,1801-479,"3호선환승(휠체어) 우측, B2-B4",B2-B4,하행
4,충무로,20,1801-409,"3호선환승(휠체어) 우측, B4-B2",B4-B2,상행
4,충무로,21,1806-329,"1번 출구 측, 1F-B1",1F-B1,하행
4,충무로,22,1806-330,"1번 출구 측, B1-1F",B1-1F,상행
4,충무로,23,1810-866,"5번 출구 측, B1-1F",B1-1F,상행
4,충무로,24,1810-867,"5번 출구 측, 1F-B1",1F-B1,하행
4,명동,1,1800-724,"회현 방면10-4, A계단-B2",A계단-B2,하행
4,명동,3,1800-725,"충무로 방면10-4, B계단-B2",B계단-B2,하행
4,명동,4,1801-054,"회현 방면1-1, B2-B계단",B2-B계단,상행
4,명동,5,1810-714,"1번 출구 측, 1F-B1",1F-B1,하행
4,명동,6,1810-715,"1번 출구 측, B1-1F",B1-1F,상행
4,회현,1,1801-681,"서울역 방면10-4, A계단-B2",A계단-B2,하행
4,회현,2,1801-682,"명동 방면1-1, B2-A계단",B2-A계단,상행
4,회현,3,1801-683,"회현 방면6-4, B2-B4",B2-B4,하행
4,회현,4,1801-684,"명동 방면4-4, B4-B2",B4-B2,상행
4,회현,5,1801-685,"회현 방면1-4, B2-B4",B2-B4,하행
4,회현,6,1801-686,"명동 방면9-4, B4-B2",B4-B2,상행
4,서울역,1,1801-085,"삼각지 방면10-4, 1F-B1",1F-B1,하행
4,서울역,2,1801-373,"회현 방면1-1, B1-1F",B1-1F,상행
4,서울역,3,1801-348,"9-1번 출구(교통섬) 측 , 1F-B1",1F-B1,하행
4,서울역,4,1801-316,"9-1번 출구(교통섬) 측 , B1-1F",B1-1F,상행
4,삼각지,1,1801-578,"2번 출구 측, 1F-B1",1F-B1,하행
4,삼각지,2,1801-579,"2번 출구 측, B1-1F",B1-1F,상행
4,삼각지,3,1801-580,"5번 출구 측, 1F-B1",1F-B1,하행
4,삼각지,4,1801-581,"5번 출구 측, B1-1F",B1-1F,상행
4,신용산,1,1800-495,"5번 출구 측, 1F-B1",1F-B1,하행
4,신용산,2,1800-496,"5번 출구 측, B1-1F",B1-1F,상행
4,신용산,3,1810-471,"3번 출구 측, B1-1F",B1-1F,상행
4,신용산,4,1810-472,"4번 출구 측, B1-1F",B1-1F,상행
4,신용산,5,1810-473,"4번 출구 측, 1F-B1",1F-B1,하행
4,신용산,6,1813-883,"1번 출구 측, B1-1F",B1-1F,상행
4,신용산,7,1813-884,"1번 출구 측, 1F-B1",1F-B1,하행
4,신용산,8,1813-881,"1번 출구 측, B1-1F",B1-1F,상행
4,신용산,9,1813-882,"1번 출구 측, 1F-B1",1F-B1,하행
4,이촌,1,1808-989,"1번 출구 측, 1F-B1",1F-B1,하행
4,이촌,2,1808-990,"1번 출구 측, B1-1F",B1-1F,상행
4,이촌,3,1801-719,"2번 출구 측, 1F-B1",1F-B1,하행
4,이촌,4,1801-720,"2번 출구 측, B1-1F",B1-1F,상행
4,총신대입구,1,1807-714,"14번 출구 측, 1F-B1",1F-B1,하행
4,총신대입구,2,1807-713,"14번 출구 측, B1-1F",B1-1F,상행
4,총신대입구,3,1810-310,"1번 출구 측, 1F-B1",1F-B1,하행
4,총신대입구,4,1810-309,"1번 출구 측, B1-1F",B1-1F,상행
4,사당,1,1804-715,"남태령 방면1-1, B2-B3",B2-B3,하행
4,사당,2,1808-282,"4번 출구 측, 1F-B1",1F-B1,하행
4,사당,3,1808-281,"4번 출구 측, B1-1F",B1-1F,상행
4,사당,4,1804-713,"9번 출구 측, 1F-B1",1F-B1,하행
4,사당,5,1804-714,"9번 출구 측, B1-1F",B1-1F,상행
4,사당,6,1807-301,"3번 출구 측, 1F-B1",1F-B1,하행
4,사당,7,1808-283,"3번 출구 측, B1-1F",B1-1F,상행
4,남태령,1,1802-113,"선바위 방면3-2, B2-B3",B2-B3,하행
4,남태령,2,1802-114,"사당 방면8-3, B3-B2",B3-B2,상행
5,방화,1,1814-795,"1,2번 출구 사이(중간계단), B1-BM",B1-BM,상행
5,방화,2,1814-796,"1,2번 출구 사이(중간계단), BM-B1",BM-B1,하행
5,방화,3,1814-793,"1번 출구 측, BM-1F",BM-1F,상행
5,방화,4,1814-794,"1번 출구 측, 1F-BM",1F-BM,하행
5,방화,5,1814-791,"2번 출구 측, BM-1F",BM-1F,상행
5,방화,6,1814-792,"2번 출구 측, 1F-BM",1F-BM,하행
5,김포공항,1,1808-085,"개화산 방면3-4, B2-B3",B2-B3,하행
5,김포공항,2,1808-086,"개화산 방면3-4, B3-B2",B3-B2,상행
5,김포공항,3,1808-087,"송정 방면3-4, B2-B3",B2-B3,하행
5,김포공항,4,1808-088,"송정 방면3-4, B3-B2",B3-B2,상행
5,김포공항,5,1808-089,"개화산 방면5-4, B3-B2",B3-B2,상행
5,김포공항,6,1808-090,"개화산 방면5-4, B2-B3",B2-B3,하행
5,김포공항,7,1808-091,"송정 방면5-4, B3-B2",B3-B2,상행
5,김포공항,8,1808-092,"송정 방면5-4, B2-B3",B2-B3,하행
5,송정,1,1808-093,"대합실(화장실 측), B2-B1",B2-B1,상행
5,송정,2,1808-094,"대합실(화장실 측), B1-B2",B1-B2,하행
5,송정,3,1808-095,"4번 출구 측, 1F-B1",1F-B1,하행
5,송정,4,1808-096,"4번 출구 측, B1-1F",B1-1F,상행
5,마곡,1,1807-781,"1번 출구 측, B1-1F",B1-1F,상행
5,마곡,2,1807-782,"1번 출구 측, 1F-B1",1F-B1,하행
5,마곡,3,1807-783,"7번 출구 측, B1-1F",B1-1F,상행
5,마곡,4,1807-784,"7번 출구 측, 1F-B1",1F-B1,하행
5,마곡,5,1807-785,"6번 출구 측, B1-1F",B1-1F,상행
5,마곡,6,1807-786,"6번 출구 측, 1F-B1",1F-B1,하행
5,마곡,7,1814-757,"3번 출구 측, B1-1F",B1-1F,상행
5,마곡,8,1814-758,"3번 출구 측, 1F-B1",1F-B1,하행
5,마곡,9,1814-759,"4번 출구 측, B1-1F",B1-1F,상행
5,마곡,10,1814-760,"4번 출구 측, 1F-B1",1F-B1,하행
5,마곡,11,1814-761,"5번 출구 측, B1-1F",B1-1F,상행
5,마곡,12,1814-762,"5번 출구 측, 1F-B1",1F-B1,하행
5,우장산,1,1808-083,"1번 출구 측, B1-1F",B1-1F,상행
5,우장산,2,1808-084,"2번 출구 측, B1-1F",B1-1F,상행
5,우장산,3,1807-191,"3번 출구 측, B1-1F",B1-1F,상행
5,우장산,4,1807-192,"3번 출구 측, 1F-B1",1F-B1,하행
5,화곡,1,1810-191,"3,4번 출구 사이, B2-B1",B2-B1,상행
5,화곡,2,1810-192,"3,4번 출구 사이, B1-B2",B1-B2,하행
5,화곡,3,1810-193,"3번 출구 측, B1-1F",B1-1F,상행
5,화곡,4,1810-194,"3번 출구 측, 1F-B1",1F-B1,하행
5,까치산,1,1807-670,"화곡 방면2-3, B1-B5",B1-B5,하행
5,까치산,2,1807-671,"화곡 방면2-3, B5-B1",B5-B1,상행
5,까치산,3,1808-073,"신정 방면7-2, B1-B5",B1-B5,하행
5,까치산,4,1808-074,"신정 방면7-2, B5-B1",B5-B1,상행
5,까치산,5,1807-711,"화곡 방면7-3, B5-B1",B5-B1,상행
5,까치산,6,1807-712,"화곡 방면7-3, B1-B5",B1-B5,하행
5,까치산,7,1808-077,"신정 방면2-2, B5-B1",B5-B1,상행
5,까치산,8,1808-078,"신정 방면2-2, B1-B5",B1-B5,하행
5,까치산,9,1808-079,"1번 출구 측, B1-1F",B1-1F,상행
5,까치산,10,1808-080,"1번 출구 측, 1F-B1",1F-B1,하행
5,까치산,11,1804-466,"3번 출구 측, 1F-B1",1F-B1,하행
5,까치산,12,1804-467,"3번 출구 측, B1-1F",B1-1F,상행
5,신정,1,1811-085,"까치산 방면1-1, B3-B2",B3-B2,상행
5,신정,2,1811-086,"까치산 방면1-1, B2-B3",B2-B3,하행
5,신정,3,1811-087,"목동 방면8-4, B3-B2",B3-B2,상행
5,신정,4,1811-088,"목동 방면8-4, B2-B3",B2-B3,하행
5,신정,5,1808-065,"1번 출구 측, B2-B1",B2-B1,상행
5,신정,6,1808-066,"1번 출구 측, B1-B2",B1-B2,하행
5,신정,7,1808-069,"1번 출구 측, B1-BM",B1-BM,상행
5,신정,8,1808-070,"1번 출구 측, BM-B1",BM-B1,하행
5,신정,9,1808-067,"1번 출구 측, 1F-BM",1F-BM,하행
5,신정,10,1808-068,"1번 출구 측, BM-1F",BM-1F,상행
5,목동,1,1804-711,"1번 출구 측, B1-1F",B1-1F,상행
5,목동,2,1804-712,"1번 출구 측, 1F-B1",1F-B1,하행
5,목동,3,1814-777,"3번 출구 측, 1F-B1",1F-B1,하행
5,목동,4,1814-778,"3번 출구 측, B1-1F",B1-1F,상행
5,오목교,1,1808-058,"3번 출구 측, B1-BM",B1-BM,상행
5,오목교,2,1808-059,"1번 출구 측, B1-BM",B1-BM,상행
5,오목교,3,1808-060,"5번 출구 측, B1-BM",B1-BM,상행
5,오목교,4,1804-416,"대합실(1,3출구방향 통로), B1-B2",B1-B2,하행
5,오목교,5,1804-417,"대합실(1,3출구방향 통로), B2-B1",B2-B1,상행
5,오목교,6,1804-418,"1번 출구 측, B1-BM",B1-BM,상행
5,오목교,7,1809-956,"목동 방면6-3, B3-B2",B3-B2,상행
5,오목교,8,1809-957,"목동 방면6-3, B2-B3",B2-B3,하행
5,오목교,9,1809-958,"양평 방면3-2, B3-B2",B3-B2,상행
5,오목교,10,1809-959,"양평 방면3-2, B2-B3",B2-B3,하행
5,양평,1,1808-097,"고객안전실 측(지하1층), B1-B3",B1-B3,하행
5,양평,2,1808-098,"고객안전실 측(지하1층), B1-B3",B1-B3,하행
5,양평,3,1808-099,"고객안전실 측(지하1층), B3-B1",B3-B1,상행
5,양평,4,1808-100,"고객안전실 측(지하1층), B3-B1",B3-B1,상행
5,양평,5,1804-419,"2번 출구 측, BM-1F",BM-1F,상행
5,양평,6,1804-420,"2번 출구 측, 1F-BM",1F-BM,하행
5,양평,7,1812-613,"대합실(E/L 1,2호기 앞), B4-B3",B4-B3,상행
5,양평,8,1812-614,"대합실(E/L 1,2호기 앞), B3-B4",B3-B4,하행
5,영등포구청,1,1808-371,"대합실, B1-B3",B1-B3,하행
5,영등포구청,2,1808-372,"대합실, B1-B3",B1-B3,하행
5,영등포구청,3,1808-373,"대합실, B3-B1",B3-B1,상행
5,영등포구청,4,1808-374,"대합실, B3-B1",B3-B1,상행
5,영등포구청,5,1804-456,"환승통로(2호선), B1-B4",B1-B4,하행
5,영등포구청,6,1804-457,"환승통로(2호선), B4-B1",B4-B1,상행
5,영등포구청,7,1804-458,"환승통로(2호선), B4-B1",B4-B1,상행
5,영등포구청,8,1808-284,"양평 방면7-2, B4-B5",B4-B5,하행
5,영등포구청,9,1808-285,"양평 방면7-2, B5-B4",B5-B4,상행
5,영등포구청,10,1808-375,"영등포시장 방면2-3, B5-B4",B5-B4,상행
5,영등포구청,11,1808-376,"7번 출구 측, 1F-B1",1F-B1,하행
5,영등포구청,12,1808-377,"7번 출구 측, B1-1F",B1-1F,상행
5,영등포구청,13,1812-609,"7번 출구 측(중간계단), B4-B3",B4-B3,상행
5,영등포구청,14,1812-610,"7번 출구 측(중간계단), B3-B4",B3-B4,하행
5,영등포시장,1,1804-459,"대합실, B3-B5",B3-B5,하행
5,영등포시장,2,1804-460,"대합실, B5-B3",B5-B3,상행
5,영등포시장,3,1809-955,"대합실, B2-B1",B2-B1,상행
5,영등포시장,4,1809-954,"대합실, B1-B2",B1-B2,하행
5,영등포시장,5,1809-960,"대합실, B2-B3",B2-B3,하행
