철도운영기관,선명,역명,상하행구분,출입구번호,상세위치,시작층,종료층
서울교통공사,4호선,쌍문,하행,2,(F1)2번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,쌍문,상행,4,(B1)4번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,이촌(국립중앙박물관),상행,2,(B1)2번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,이촌(국립중앙박물관),하행,2,(F1)2번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,이촌(국립중앙박물관),하행,1,(F1)1번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,이촌(국립중앙박물관),상행,1,(B1)1번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,창동,하행,2,(F2)2번 출입구 방면-1,지상2층,지상1층
서울교통공사,4호선,창동,상행,1,(F1)1번 출입구 방면-4,지상1층,지상2층
서울교통공사,4호선,창동,하행,1,(F1)1번 출입구 방면-3,지상1층,지상2층
서울교통공사,4호선,창동,상행,1,(F1)1번 출입구 방면,지상1층,지상2층
서울교통공사,4호선,창동,상행,2,(F2)2번 출입구 방면-2,지상2층,지상1층
서울교통공사,4호선,창동,하행,1,(F2)1번 출입구 방면,지상2층,지상1층
서울교통공사,4호선,총신대입구(이수),하행,1,(F1)1번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,총신대입구(이수),상행,14,(B1)14번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,총신대입구(이수),하행,14,(F1)14번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,총신대입구(이수),상행,1,(B1)1번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,충무로,하행,,(B1)X-10 기둥 우측,지하1층,지하2층
서울교통공사,4호선,충무로,상행,,(B2)X-10 기둥 우측,지하2층,지하1층
서울교통공사,4호선,충무로,하행,,(B1)X-27 기둥 좌측,지하1층,지하2층
서울교통공사,4호선,충무로,상행,,(B2)X-27 기둥 좌측,지하2층,지하1층
서울교통공사,4호선,충무로,하행,,(B1)X-27 기둥 우측,지하1층,지하2층
서울교통공사,4호선,충무로,상행,,(B2)X-27 기둥 우측,지하2층,지하1층
서울교통공사,4호선,충무로,하행,,(B1)X-10 기둥 좌측,지하1층,지하2층
서울교통공사,4호선,충무로,상행,,(B2)X-10 기둥 좌측,지하2층,지하1층
서울교통공사,4호선,충무로,상행,,(B4)3호선환승(휠체어) 좌측,지하4층,지하2층
서울교통공사,4호선,충무로,상행,,(B4)3호선환승(휠체어) 좌측,지하4층,지하2층
서울교통공사,4호선,충무로,하행,,(B2)3호선환승(휠체어) 우측,지하2층,지하4층
서울교통공사,4호선,충무로,상행,,(B4)3호선환승(휠체어) 우측,지하4층,지하2층
서울교통공사,4호선,충무로,하행,1,(F1)1번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,충무로,상행,1,(B1)1번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,충무로,상행,,(B3) 4-2,지하3층,지하2층
서울교통공사,4호선,충무로,상행,,(B3) 4-2,지하3층,지하2층
서울교통공사,4호선,충무로,하행,,(B2),지하2층,지하3층
서울교통공사,4호선,충무로,상행,,(B3) 6-3,지하3층,지하2층
서울교통공사,4호선,충무로,하행,,(B2),지하2층,지하3층
서울교통공사,4호선,충무로,상행,,(B3) 5-2,지하3층,지하2층
서울교통공사,4호선,충무로,상행,,(B3) 7-2,지하3층,지하2층
서울교통공사,4호선,한성대입구(삼선교),상행,5,(B1)5번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,한성대입구(삼선교),하행,5,(F1)5번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,혜화,하행,3,(F1)3번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,혜화,상행,1,(B1)1번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,혜화,하행,1,(F1)1번 출입구 방면,지상1층,지하1층
서울교통공사,4호선,혜화,상행,3,(B1)3번 출입구 방면,지하1층,지상1층
서울교통공사,4호선,회현(남대문시장),하행,,(B2) ,지하2층,지하4층
서울교통공사,4호선,회현(남대문시장),상행,,(B4) 4-4,지하4층,지하2층
서울교통공사,4호선,회현(남대문시장),하행,,(B2),지하2층,지하4층
서울교통공사,4호선,회현(남대문시장),상행,,(B3)A계단 옆,지하3층,지하2층
서울교통공사,4호선,회현(남대문시장),하행,,(B2)A계단 옆,지하2층,지하3층
서울교통공사,4호선,회현(남대문시장),상행,,(B4) 9-4,지하4층,지하2층
