철도운영기관,선명,역명,상하행구분,출입구번호,상세위치,시작층,종료층
서울교통공사,5호선,김포공항,하행,,(B2)B2대합실,지하2층,지하3층
서울교통공사,5호선,김포공항,상행,,(B3)B3승강장,지하3층,지하2층
서울교통공사,5호선,김포공항,상행,,(B3)B3승강장,지하3층,지하2층
서울교통공사,5호선,김포공항,상행,,(B3)B3승강장,지하3층,지하2층
서울교통공사,5호선,김포공항,하행,,(B2)B2대합실,지하2층,지하3층
서울교통공사,5호선,김포공항,하행,,(B2)B2대합실,지하2층,지하3층
서울교통공사,5호선,김포공항,상행,,(B3)B3승강장,지하3층,지하2층
서울교통공사,5호선,까치산,상행,1,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,까치산,하행,,(B1)B1대합실,지하1층,지하5층
서울교통공사,5호선,까치산,상행,,(B5)B5승강장,지하5층,지하1층
서울교통공사,5호선,까치산,하행,,(B1)B1대합실,지하1층,지하5층
서울교통공사,5호선,까치산,상행,,(B5)B5승강장,지하5층,지하1층
서울교통공사,5호선,까치산,상행,3,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,까치산,하행,,(B1)B1대합실,지하1층,지하5층
서울교통공사,5호선,까치산,상행,,(B5)B5승강장,지하5층,지하1층
서울교통공사,5호선,까치산,하행,,(B1)B1대합실,지하1층,지하5층
서울교통공사,5호선,까치산,하행,1,(F1)1번출입구-1,지상1층,지하1층
서울교통공사,5호선,까치산,하행,3,(F1)3번출입구,지상1층,지하1층
서울교통공사,5호선,까치산,상행,,(B5)B5승강장,지하5층,지하1층
서울교통공사,5호선,답십리,하행,1,(F1)1번출입구-2,지상1층,지하1층
서울교통공사,5호선,답십리,하행,5,(F1)5번출입구-1,지상1층,지하1층
서울교통공사,5호선,답십리,상행,1,(B1),지하1층,지상1층
서울교통공사,5호선,답십리,상행,5,(B1),지하1층,지상1층
서울교통공사,5호선,동대문역사문화공원,하행,,(B2),지하2층,지하4층
서울교통공사,5호선,동대문역사문화공원,상행,,(B4),지하4층,지하2층
서울교통공사,5호선,동대문역사문화공원,하행,,(B2)4호선 환승통로 방면,지하2층,지하4층
서울교통공사,5호선,동대문역사문화공원,상행,,(B4)5호선 B4환승통로,지하4층,지하2층
서울교통공사,5호선,동대문역사문화공원,상행,,(B4)5호선 B4환승통로,지하4층,지하2층
서울교통공사,5호선,둔촌동,상행,3,(B1)B1대합실,지하1층,지하1층
서울교통공사,5호선,둔촌동,상행,1,(B1)B1대합실,지하1층,지하1층
서울교통공사,5호선,둔촌동,하행,2,(BM)2번 출입구방면,지하1층,지하1층
서울교통공사,5호선,둔촌동,상행,4,(BM)4번 출입구방면,지하1층,지하1층
서울교통공사,5호선,마곡,하행,1,(F1)3번출입구-2,지상1층,지하1층
서울교통공사,5호선,마곡,상행,7,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,마곡,하행,7,(F1)4번출입구-2,지상1층,지하1층
서울교통공사,5호선,마곡,상행,6,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,마곡,하행,6,(F1)5번출입구-2,지상1층,지하1층
서울교통공사,5호선,마곡,상행,3,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,마곡,하행,3,(F1)3번출입구,지상1층,지하1층
서울교통공사,5호선,마곡,상행,4,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,마곡,하행,4,(F1)4번출입구,지상1층,지하1층
서울교통공사,5호선,마곡,상행,5,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,마곡,하행,5,(F1)5번출입구,지상1층,지하1층
서울교통공사,5호선,마곡,상행,1,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,마장,하행,4,(F1)4번출입구,지상1층,지하1층
서울교통공사,5호선,마장,상행,4,(B1),지하1층,지상1층
서울교통공사,5호선,마장,하행,,(B1),지하1층,지하2층
서울교통공사,5호선,마장,상행,,(B2),지하2층,지하1층
서울교통공사,5호선,마천,상행,1,(B1)1번출입구-2,지하1층,지상1층
서울교통공사,5호선,마천,하행,,(B1),지하1층,지하2층
서울교통공사,5호선,마천,상행,,(B2),지하2층,지하1층
서울교통공사,5호선,마천,하행,2,(F1)1-9,지상1층,지하1층
서울교통공사,5호선,마천,하행,1,(F1)1번출입구-1,지상1층,지하1층
서울교통공사,5호선,마천,하행,,(B2),지하2층,지하4층
서울교통공사,5호선,마천,상행,,(B4),지하4층,지하2층
서울교통공사,5호선,마천,하행,,(B2),지하2층,지하4층
서울교통공사,5호선,마천,상행,2,(B1)1-10,지하1층,지상1층
서울교통공사,5호선,마천,상행,,(B4),지하4층,지하2층
서울교통공사,5호선,마포,하행,3,(F1)3번출입구,지상1층,지하1층
서울교통공사,5호선,마포,상행,3,(B1),지하1층,지상1층
서울교통공사,5호선,마포,상행,,(B4),지하4층,지하3층
서울교통공사,5호선,마포,하행,,(B3),지하3층,지하4층
서울교통공사,5호선,마포,상행,2,(B1),지하1층,지상1층
서울교통공사,5호선,마포,상행,,(B3),지하3층,지하1층
서울교통공사,5호선,마포,하행,,(B1),지하1층,지하3층
서울교통공사,5호선,마포,상행,,(B3),지하3층,지하1층
서울교통공사,5호선,마포,하행,2,(F1)2번출입구-1,지상1층,지하1층
서울교통공사,5호선,마포,하행,,(B1),지하1층,지하3층
서울교통공사,5호선,명일,하행,4,(F1)4번출입구,지상1층,지하1층
서울교통공사,5호선,명일,상행,4,(B1),지하1층,지상1층
서울교통공사,5호선,목동,상행,3,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,목동,하행,3,(F1)3번출입구,지상1층,지하1층
서울교통공사,5호선,목동,하행,1,(F1)1번출입구-1,지상1층,지하1층
서울교통공사,5호선,목동,상행,1,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,미사,하행,1,(F1)1번 ,지상1층,지하1층
서울교통공사,5호선,미사,상행,1,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,미사,하행,2,(F1)2번 ,지상1층,지하1층
서울교통공사,5호선,미사,상행,4,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,미사,하행,4,(F1)4번 ,지상1층,지하1층
서울교통공사,5호선,미사,상행,5,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,미사,상행,10,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,미사,하행,10,(F1)10번 ,지상1층,지하1층
서울교통공사,5호선,미사,하행,,(B1)B1대합실,지하1층,지하2층
서울교통공사,5호선,미사,상행,,(B2)B2승강장,지하2층,지하1층
서울교통공사,5호선,미사,상행,,(B2)B2승강장,지하2층,지하1층
서울교통공사,5호선,미사,하행,,(B1)B1대합실,지하1층,지하2층
서울교통공사,5호선,미사,상행,,(B2)B2승강장,지하2층,지하1층
서울교통공사,5호선,미사,하행,,(B1)B1대합실,지하1층,지하2층
서울교통공사,5호선,미사,상행,2,(B1)2번 ,지하1층,지상1층
서울교통공사,5호선,미사,하행,5,(F1)5번 ,지상1층,지하1층
서울교통공사,5호선,미사,하행,9,(F1)9번 ,지상1층,지하1층
서울교통공사,5호선,미사,상행,9,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,미사,하행,7,(F1)7번 ,지상1층,지하1층
서울교통공사,5호선,미사,상행,7,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,미사,하행,6,(F1)6번 ,지상1층,지하1층
서울교통공사,5호선,미사,상행,6,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,방이,상행,4,(B1),지하1층,지상1층
서울교통공사,5호선,방이,하행,4,(F1),지상1층,지하1층
서울교통공사,5호선,상일동,상행,1,(B1),지하1층,지상1층
서울교통공사,5호선,상일동,하행,1,(F1)1-2출입구(),지상1층,지하1층
서울교통공사,5호선,상일동,하행,8,(F1)8번출입구(),지상1층,지하1층
서울교통공사,5호선,상일동,상행,8,(B1),지하1층,지상1층
서울교통공사,5호선,상일동,하행,7,(F1)7번출입구(),지상1층,지하1층
서울교통공사,5호선,상일동,상행,7,(B1),지하1층,지상1층
서울교통공사,5호선,상일동,하행,6,(F1)6번출입구(),지상1층,지하1층
서울교통공사,5호선,상일동,상행,6,(B1),지하1층,지상1층
서울교통공사,5호선,상일동,하행,5,(F1)5번출입구(),지상1층,지하1층
서울교통공사,5호선,상일동,상행,5,(B1),지하1층,지상1층
서울교통공사,5호선,상일동,하행,4,(F1)4번출입구(),지상1층,지하1층
서울교통공사,5호선,상일동,상행,2,(B1)2번출입구-,지하1층,지상1층
서울교통공사,5호선,상일동,하행,2,(F1)2번출입구-DW,지상1층,지하1층
서울교통공사,5호선,상일동,상행,3,(B1),지하1층,지상1층
서울교통공사,5호선,상일동,하행,3,(F1)3번출입구(),지상1층,지하1층
서울교통공사,5호선,상일동,상행,4,(B1),지하1층,지상1층
서울교통공사,5호선,서대문,하행,5,(F1)5번출입구-1,지상1층,지하1층
서울교통공사,5호선,서대문,상행,5,(B1),지하1층,지상1층
서울교통공사,5호선,서대문,상행,4,(B1),지하1층,지상1층
서울교통공사,5호선,서대문,하행,4,(F1)4번출입구-2,지상1층,지하1층
서울교통공사,5호선,서대문,하행,,(B1),지하1층,지하3층
서울교통공사,5호선,서대문,상행,,(B3),지하3층,지하1층
서울교통공사,5호선,서대문,하행,,(B1),지하1층,지하3층
서울교통공사,5호선,서대문,상행,6,(B1),지하1층,지상1층
서울교통공사,5호선,서대문,하행,6,(F1)6번출입구-2,지상1층,지하1층
서울교통공사,5호선,서대문,상행,,(B3),지하3층,지하1층
서울교통공사,5호선,송정,하행,4,(F1)4번출입구-2,지상1층,지하1층
서울교통공사,5호선,송정,상행,4,(B1)B1대합실,지하1층,지하1층
서울교통공사,5호선,송정,하행,,(B1)B1대합실,지하1층,지하2층
서울교통공사,5호선,송정,상행,,(B2)B2대합실,지하2층,지하1층
서울교통공사,5호선,신금호,하행,1,(F1)1출입구(),지상1층,지하1층
서울교통공사,5호선,신금호,상행,4,(B1),지하1층,지상1층
서울교통공사,5호선,신금호,하행,,(B1),지하1층,지하2층
서울교통공사,5호선,신금호,상행,,(B2),지하2층,지하1층
서울교통공사,5호선,신금호,하행,,(B2),지하2층,지하5층
서울교통공사,5호선,신금호,상행,,(B5),지하5층,지하2층
서울교통공사,5호선,신금호,하행,,(B5),지하5층,지하8층
서울교통공사,5호선,신금호,상행,,(B8),지하8층,지하5층
서울교통공사,5호선,신금호,상행,1,(B1),지하1층,지상1층
서울교통공사,5호선,신금호,하행,4,(F1)4번출/3-2,지상1층,지하1층
서울교통공사,5호선,신금호,하행,2,(F1)2출입구(),지상1층,지하1층
서울교통공사,5호선,신금호,상행,2,(B1),지하1층,지상1층
서울교통공사,5호선,신길,상행,,(B3)5호선 B3환승통로,지하3층,지하1층
서울교통공사,5호선,신길,상행,,(B3)5호선 B3환승통로,지하3층,지하1층
서울교통공사,5호선,신길,하행,,(B3)B3대합실,지하3층,지하4층
서울교통공사,5호선,신길,상행,,(B4)B4승강장,지하4층,지하3층
서울교통공사,5호선,신길,상행,3,(B3)E/S-1,지하3층,지상1층
서울교통공사,5호선,신길,하행,,(B1)1호선 환승통로,지하1층,지하3층
서울교통공사,5호선,신길,하행,,(B1)1호선 환승통로,지하1층,지하3층
서울교통공사,5호선,신길,하행,3,(F1)3번출입구,지상1층,지하3층
서울교통공사,5호선,신길,상행,,(B4)B4승강장,지하4층,지하3층
서울교통공사,5호선,신정(은행정),하행,,(B1)B1대합실,지하1층,지하2층
서울교통공사,5호선,신정(은행정),상행,,(B2)B2대합실,지하2층,지하1층
서울교통공사,5호선,신정(은행정),하행,,(B1)B1대합실,지하1층,지하2층
서울교통공사,5호선,신정(은행정),하행,1,(F1)1번출입구-1,지상1층,지하1층
서울교통공사,5호선,신정(은행정),상행,1,(BM)1번 출입구방면,지하1층,지상1층
서울교통공사,5호선,신정(은행정),상행,,(B3)B3승강장,지하3층,지하2층
서울교통공사,5호선,신정(은행정),하행,,(B2)B2대합실,지하2층,지하3층
서울교통공사,5호선,신정(은행정),상행,,(B3)B3승강장,지하3층,지하2층
서울교통공사,5호선,신정(은행정),하행,,(B2)B2대합실,지하2층,지하3층
서울교통공사,5호선,신정(은행정),상행,,(B2)B2대합실,지하2층,지하1층
서울교통공사,5호선,아차산(어린이대공원후문),상행,1,(B1),지하1층,지상1층
서울교통공사,5호선,아차산(어린이대공원후문),하행,1,(F1)1번출입구,지상1층,지하1층
서울교통공사,5호선,아차산(어린이대공원후문),상행,,(B2),지하2층,지하1층
서울교통공사,5호선,아차산(어린이대공원후문),하행,2,(F1)2번출입구-2,지상1층,지하1층
서울교통공사,5호선,아차산(어린이대공원후문),상행,3,(B1)3번출입구-,지하1층,지상1층
서울교통공사,5호선,아차산(어린이대공원후문),하행,3,(F1)3번출입구-,지상1층,지하1층
서울교통공사,5호선,아차산(어린이대공원후문),상행,2,(B1)2번출입구-1,지하1층,지상1층
서울교통공사,5호선,아차산(어린이대공원후문),하행,,(B1),지하1층,지하2층
서울교통공사,5호선,애오개,상행,,(B3),지하3층,지하1층
서울교통공사,5호선,애오개,하행,,(B1),지하1층,지하3층
서울교통공사,5호선,애오개,상행,,(B3),지하3층,지하1층
서울교통공사,5호선,애오개,하행,,(B1),지하1층,지하3층
서울교통공사,5호선,애오개,상행,4,(B1),지하1층,지상1층
서울교통공사,5호선,애오개,하행,4,(F1)4번출입구-2,지상1층,지하1층
서울교통공사,5호선,양평,하행,,(B1)B1대합실,지하1층,지하3층
서울교통공사,5호선,양평,하행,,(B1)B1대합실,지하1층,지하3층
서울교통공사,5호선,양평,상행,,(B3)B3대합실,지하3층,지하1층
서울교통공사,5호선,양평,하행,,(B3)B3대합실,지하3층,지하4층
서울교통공사,5호선,양평,상행,2,(BM)2번 출입구방면,지하1층,지상1층
서울교통공사,5호선,양평,하행,2,(F1)2번출입구,지상1층,지하1층
서울교통공사,5호선,양평,상행,,(B4)B4대합실,지하4층,지하3층
서울교통공사,5호선,양평,상행,,(B3)B3대합실,지하3층,지하1층
서울교통공사,5호선,여의나루,하행,,(B2),지하2층,지하4층
서울교통공사,5호선,여의나루,하행,4,(F1)4번출입구,지상1층,지하1층
서울교통공사,5호선,여의나루,하행,,(B1),지하1층,지하2층
서울교통공사,5호선,여의나루,상행,,(B2),지하2층,지하1층
서울교통공사,5호선,여의나루,상행,,(B4),지하4층,지하2층
서울교통공사,5호선,여의나루,상행,,(B4),지하4층,지하2층
서울교통공사,5호선,여의나루,하행,,(B2),지하2층,지하4층
서울교통공사,5호선,여의나루,상행,4,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,여의나루,상행,,(B2),지하2층,지하1층
서울교통공사,5호선,여의나루,하행,,(B1),지하1층,지하2층
서울교통공사,5호선,여의나루,상행,,(B2),지하2층,지하1층
서울교통공사,5호선,여의도,하행,,(B1)B1대합실,지하1층,지하3층
서울교통공사,5호선,여의도,상행,,(B3)B3대합실,지하3층,지하1층
서울교통공사,5호선,여의도,상행,,(B3)B3대합실,지하3층,지하1층
서울교통공사,5호선,여의도,하행,,(B1)B1대합실,지하1층,지하3층
서울교통공사,5호선,영등포구청,상행,,(B3)B3대합실,지하3층,지하1층
서울교통공사,5호선,영등포구청,상행,,(B4)B4대합실,지하4층,지하3층
서울교통공사,5호선,영등포구청,상행,7,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,영등포구청,하행,7,(F1)7번출입구,지상1층,지하1층
서울교통공사,5호선,영등포구청,상행,,(B5)B5승강장,지하5층,지하4층
서울교통공사,5호선,영등포구청,상행,,(B5)B5승강장,지하5층,지하4층
서울교통공사,5호선,영등포구청,하행,,(B4)B4대합실,지하4층,지하5층
서울교통공사,5호선,영등포구청,상행,,(B4)5호선 B4환승통로,지하4층,지하1층
서울교통공사,5호선,영등포구청,하행,,(B1)B1대합실,지하1층,지하3층
서울교통공사,5호선,영등포구청,하행,,(B1)B1대합실,지하1층,지하3층
서울교통공사,5호선,영등포구청,하행,,(B3)B3대합실,지하3층,지하4층
서울교통공사,5호선,영등포구청,상행,,(B3)B3대합실,지하3층,지하1층
서울교통공사,5호선,영등포구청,하행,,(B1)2호선 환승통로,지하1층,지하4층
서울교통공사,5호선,영등포구청,상행,,(B4)5호선 B4환승통로,지하4층,지하1층
서울교통공사,5호선,영등포시장,하행,,(B3)B3대합실,지하3층,지하5층
서울교통공사,5호선,영등포시장,상행,,(B5)B5대합실,지하5층,지하3층
서울교통공사,5호선,영등포시장,상행,,(B2)B2대합실,지하2층,지하1층
서울교통공사,5호선,영등포시장,하행,,(B1)B1대합실,지하1층,지하2층
서울교통공사,5호선,영등포시장,하행,,(B2)B2대합실,지하2층,지하3층
서울교통공사,5호선,영등포시장,상행,,(B3)B3대합실,지하3층,지하2층
서울교통공사,5호선,영등포시장,상행,2,(BM)2번 출입구방면,지하1층,지상1층
서울교통공사,5호선,영등포시장,하행,2,(F1)2번출입구,지상1층,지하1층
서울교통공사,5호선,오금,상행,,(B3)B3 3호선환승통로,지하3층,지하2층
서울교통공사,5호선,오금,하행,,(B2)B2승강장,지하2층,지하3층
서울교통공사,5호선,오금,하행,,(B2)B2승강장,지하2층,지하3층
서울교통공사,5호선,오금,상행,,(B3)B3 3호선환승통로,지하3층,지하2층
서울교통공사,5호선,오금,상행,5,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,오금,상행,3,(B1)B1대합실,지하1층,지하1층
서울교통공사,5호선,오금,하행,3,(BM)3/4번 출입구방면,지하1층,지하1층
서울교통공사,5호선,오목교(목동운동장앞),상행,,(B2)B2대합실,지하2층,지하1층
서울교통공사,5호선,오목교(목동운동장앞),하행,5,(F1)5번출입구,지상1층,지하1층
서울교통공사,5호선,오목교(목동운동장앞),상행,7,(B2)B2대합실,지하2층,지상1층
서울교통공사,5호선,오목교(목동운동장앞),상행,5,(B2)B2대합실,지하2층,지상1층
서울교통공사,5호선,오목교(목동운동장앞),하행,,(B1)B1대합실,지하1층,지하2층
서울교통공사,5호선,오목교(목동운동장앞),상행,3,(B2)B2대합실,지하2층,지상1층
서울교통공사,5호선,오목교(목동운동장앞),상행,5,(BM)5번 출입구방면,지하1층,지상1층
서울교통공사,5호선,오목교(목동운동장앞),하행,,(B2)B2대합실,지하2층,지하3층
서울교통공사,5호선,오목교(목동운동장앞),상행,,(B3)B3승강장,지하3층,지하2층
서울교통공사,5호선,오목교(목동운동장앞),상행,1,(B2)B2대합실,지하2층,지하1층
서울교통공사,5호선,오목교(목동운동장앞),상행,,(B3)B3승강장,지하3층,지하2층
서울교통공사,5호선,오목교(목동운동장앞),하행,,(B2)B2대합실,지하2층,지하3층
서울교통공사,5호선,올림픽공원(한국체대),하행,,(B2)B2대합실,지하2층,지하3층
서울교통공사,5호선,올림픽공원(한국체대),상행,,(B3)B3승강장,지하3층,지하2층
서울교통공사,5호선,올림픽공원(한국체대),하행,,(B2)B2대합실,지하2층,지하3층
서울교통공사,5호선,올림픽공원(한국체대),상행,,(B3)B3승강장,지하3층,지하2층
서울교통공사,5호선,왕십리,하행,,(B2),지하2층,지하4층
서울교통공사,5호선,왕십리,하행,,(B2),지하2층,지하4층
서울교통공사,5호선,왕십리,상행,,(B4),지하4층,지하2층
서울교통공사,5호선,왕십리,상행,,(B4),지하4층,지하2층
서울교통공사,5호선,왕십리,상행,,(B4),지하4층,지하2층
서울교통공사,5호선,왕십리,상행,,(B4),지하4층,지하2층
서울교통공사,5호선,왕십리,하행,,(B2),지하2층,지하4층
서울교통공사,5호선,왕십리,상행,,(B4),지하4층,지하2층
서울교통공사,5호선,우장산,상행,1,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,우장산,하행,3,(F1)3번출입구-2,지상1층,지하1층
서울교통공사,5호선,우장산,상행,3,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,우장산,상행,2,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,을지로4가,상행,,(B2),지하2층,지하1층
서울교통공사,5호선,을지로4가,상행,,(B3)3호선 환승통로 방면,지하3층,지하2층
서울교통공사,5호선,을지로4가,상행,4,(B1),지하1층,지상1층
서울교통공사,5호선,을지로4가,하행,4,(F1)4번출입구-2,지상1층,지하1층
서울교통공사,5호선,을지로4가,하행,,(B2),지하2층,지하4층
서울교통공사,5호선,을지로4가,상행,,(B4)B4대합실,지하4층,지하2층
서울교통공사,5호선,을지로4가,하행,,(B2),지하2층,지하4층
서울교통공사,5호선,을지로4가,상행,,(B4)B4대합실,지하4층,지하2층
서울교통공사,5호선,을지로4가,하행,,(B3)3호선 환승통로 방면,지하3층,지하5층
서울교통공사,5호선,을지로4가,상행,,(B5)B5승강장,지하5층,지하3층
서울교통공사,5호선,을지로4가,하행,,(B1),지하1층,지하2층
서울교통공사,5호선,장한평,상행,3,(B1),지하1층,지상1층
서울교통공사,5호선,장한평,하행,3,(F1)3번출입구,지상1층,지하1층
서울교통공사,5호선,장한평,상행,,(B2),지하2층,지하1층
서울교통공사,5호선,장한평,하행,,(B1),지하1층,지하2층
서울교통공사,5호선,종로3가(탑골공원),하행,4,(F1)4번출입구-9,지상1층,지하1층
서울교통공사,5호선,종로3가(탑골공원),상행,4,(B1),지하1층,지상1층
서울교통공사,5호선,종로3가(탑골공원),상행,,(B4)5호선 B4환승통로,지하4층,지하3층
서울교통공사,5호선,종로3가(탑골공원),상행,,(B4)5호선 B4환승통로,지하4층,지하3층
서울교통공사,5호선,종로3가(탑골공원),하행,,(B3)3호선 환승통로,지하3층,지하4층
서울교통공사,5호선,종로3가(탑골공원),하행,,(B3)3호선 환승통로,지하3층,지하4층
서울교통공사,5호선,종로3가(탑골공원),하행,,(B1),지하1층,지하3층
서울교통공사,5호선,종로3가(탑골공원),상행,,(B3),지하3층,지하1층
서울교통공사,5호선,종로3가(탑골공원),하행,,(B3),지하3층,지하5층
서울교통공사,5호선,종로3가(탑골공원),상행,,(B5),지하5층,지하3층
서울교통공사,5호선,천호(풍납토성),상행,6,(B1),지하1층,지상1층
서울교통공사,5호선,천호(풍납토성),하행,7,(F1)ES-5(7출입구),지상1층,지하1층
