철도운영기관명,선명,역명,출입구번호,상세위치,정원_인원,정원_중량(kg)
서울교통공사,4호선,서울역,12 ,(B1-F1)12번 출입구,13 ,900
서울교통공사,4호선,성신여대입구(돈암),,(B1-B2) 8-2,11 ,750
서울교통공사,4호선,성신여대입구(돈암),,(B1-B2) 3-4,11 ,750
서울교통공사,4호선,성신여대입구(돈암),2 ,(B1-F1)2번 출입구측,15 ,1000
서울교통공사,4호선,성신여대입구(돈암),3 ,(B1-F1)3번 출입구측,11 ,750
서울교통공사,4호선,수유(강북구청),,(B1-B2) 7-1,13 ,1000
서울교통공사,4호선,수유(강북구청),,(B1-B2) 4-4,15 ,1000
서울교통공사,4호선,수유(강북구청),1 ,(B1-F1)1-2번 출입구사이,13 ,1000
서울교통공사,4호선,숙대입구(갈월),,(B1-B2) 8-1,15 ,1000
서울교통공사,4호선,숙대입구(갈월),,(B1-B2) 3-3,15 ,1000
서울교통공사,4호선,숙대입구(갈월),10 ,(B1-F1)10번 출입구,15 ,1000
서울교통공사,4호선,신용산,,(B1-B2) 8-2,15 ,1000
서울교통공사,4호선,신용산,,(B1-B2) 3-2,15 ,1000
서울교통공사,4호선,신용산,1 ,(B2-F1)1번 출입구,20 ,1350
서울교통공사,4호선,신용산,4 ,(B1-F1)4번 출입구,15 ,1000
서울교통공사,4호선,쌍문,,(B1-B2) 8-4,13 ,1000
서울교통공사,4호선,쌍문,,(B1-B2) 3-1,13 ,1000
서울교통공사,4호선,쌍문,1 ,(B1-F1)1번 출입구측,15 ,1000
서울교통공사,4호선,이촌(국립중앙박물관),,(B1-B2) 8-1,15 ,1000
서울교통공사,4호선,이촌(국립중앙박물관),,(B1-B2) 3-3,15 ,1000
서울교통공사,4호선,이촌(국립중앙박물관),1 ,(B1-F1)1번 출입구측,15 ,1000
서울교통공사,4호선,이촌(국립중앙박물관),2 ,(B1-F1)2번 출입구측,17 ,1150
서울교통공사,4호선,이촌(국립중앙박물관),,(B1-F1)경의환승,21 ,1600
서울교통공사,4호선,창동,,(F2-F3)(당고개방향) 2-4,15 ,1000
서울교통공사,4호선,창동,,(F2-F3)(당고개방향) 8-2/ 8-3,15 ,1000
서울교통공사,4호선,창동,,(F2-F3)(남태령방향) 8-4/ 9-1,15 ,1000
서울교통공사,4호선,창동,,(F2-F3)(남태령방향) 3-2,15 ,1000
서울교통공사,4호선,창동,1 ,(F1-F2)1번 출입구측,13 ,1000
서울교통공사,4호선,창동,2 ,(F1-F2)2번 출입구측,13 ,1000
서울교통공사,4호선,총신대입구(이수),,(B1-B2) 7-3,15 ,1000
서울교통공사,4호선,총신대입구(이수),,(B1-B2) 8-3,15 ,1000
서울교통공사,4호선,총신대입구(이수),1 ,(B1-F1)1번 출입구측,15 ,1000
서울교통공사,4호선,총신대입구(이수),14 ,(B1-F1)14번 출입구측,15 ,1000
서울교통공사,4호선,충무로,,(B3-B1) 8-1,15 ,1000
서울교통공사,4호선,충무로,,(B3-B1) 3-3,13 ,1000
서울교통공사,4호선,충무로,,(B4-B2)B3 대합실,13 ,1000
서울교통공사,4호선,충무로,7 ,(B1-F1)7번 출입구,8 ,600
서울교통공사,4호선,한성대입구(삼선교),,(B1-B2)섬식(상)6-1,15 ,1000
서울교통공사,4호선,한성대입구(삼선교),3 ,(B1-F1)3-4번 출입구사이,15 ,1000
서울교통공사,4호선,한성대입구(삼선교),5 ,(B1-F1)5번 출입구측,15 ,1000
서울교통공사,4호선,혜화,,(B1-B2) 7-4,11 ,750
서울교통공사,4호선,혜화,,(B1-B2) 3-4,11 ,750
서울교통공사,4호선,혜화,2 ,(B1-F1)2번 출입구측,11 ,750
서울교통공사,4호선,혜화,3 ,(B1-F1)3번 출입구측,11 ,750
서울교통공사,4호선,회현(남대문시장),,(B4-B1)섬식(상)10-1,15 ,1000
서울교통공사,4호선,회현(남대문시장),3 ,(B1-F1)지상도로 중앙,15 ,1000
코레일,4호선,경마공원,,(B2) 당고개 방향 승강장 4-1,15,1000
코레일,4호선,경마공원,,(B2) 오이도 방향 승강장 8-1,15,1000
코레일,4호선,경마공원,2,(B1) 2번 출입구 방향 옆,15,1000
코레일,4호선,경마공원,5,(B1) 5번 출입구 방향 옆,15,1000
코레일,4호선,고잔,,(B2) 대공원역 방향 승강장 4-3 출입문 앞,13,1000
코레일,4호선,고잔,,(B2) 정부청사역 방향 승강장 7-2 출입문 앞,13,1000
코레일,4호선,과천,2,(1F) 2번 출입구 옆,13,1000
코레일,4호선,과천,5,(1F) 5번 출입구 옆,13,1000
코레일,4호선,과천,7,(1F) 7번 출입구 옆,13,1000
코레일,4호선,과천,6,(1F) 명학 방향 승강장 3-2 출입문 앞 (2F) 북부 연결통로,15,1000
코레일,4호선,과천,6,(1F) 군포 방향 승강장 8-3 출입문 앞 (2F) 북부 연결통로,15,1000
코레일,4호선,금정,6,(1F) 구안산선 승강장 1-4 출입문 앞 (2F) 북부 연결통로,15,1000
코레일,4호선,금정,1,(1F) 군포 방향 승강장 1-4 출입문 앞 (2F) 남부 연결통로,15,1040
코레일,4호선,금정,1,(1F) 명학 방향 승강장 10-1 출입문 앞  (2F) 남부 연결통로,15,1040
코레일,4호선,금정,1,(1F) 1번/2번 출입구 사이 (2F) 1번/2번 출입구 계단 사이,11,750
코레일,4호선,금정,,(B2) 경마공원역 방향 승강장 3-3 출입문 앞,15,1000
코레일,4호선,금정,,(B2) 과천역 방향 승강장 7-3 출입문 앞,15,1000
코레일,4호선,대공원,1,(B1) 북쪽 맞이방 1번출구 옆,15,1000
코레일,4호선,대공원,,(2층)/ 수리산역/ 당고개방향 승강장/ 6-2/ 출입문 앞 (2층/ 반월역/ 오이도방향 승강장/ 5-4/ 출입문 앞,15,1000
코레일,4호선,대공원,,1층 대야미역 방향 승강장 7-3 출입문 앞,15,1000
코레일,4호선,대야미,,1층 상록수역 방향 승강장 4-2 출입문 앞,15,1000
코레일,4호선,반월,1,(1F) 1번 출입구 맞이방 앞,15,1000
코레일,4호선,반월,,(B2) 평촌 방향 승강장 8-1출입문 앞,15,1000
코레일,4호선,반월,,(B2) 금정 방향 승강장 3-4 출입문 앞,15,1000
코레일,4호선,범계,6,6번 출입구 옆,15,1000
코레일,4호선,범계,1,(1F) 1번출구/ 2번출구 사이 중앙 (2F) 3번/ 4번출구 사이 십자통로  (3F) 이디아 카페 왼쪽,24,1600
코레일,4호선,범계,,(3F) 동쪽 표내는 곳 내부 상행 에스컬레이터 앞,,450
코레일,4호선,산본,,(3F) 동쪽 표내는 곳 내부 하행 에스컬레이터 앞,,450
코레일,4호선,산본,2,(1층) 표 내는 곳 내 반월 방향 계단 옆,15,1000
코레일,4호선,산본,1,(1층) 표 내는 곳 내 한대앞 방향 계단 옆,15,1000
코레일,4호선,상록수,,(B2) 남태령 방향 승강장  3-1  출입문 앞,15,1000
코레일,4호선,상록수,,(B1) 경마공원 방향 승강장  8-3  출입문 앞,15,1000
코레일,4호선,선바위,1,(1F) 1번출구 뒤,15,1000
코레일,4호선,선바위,,(1F) 산본역방향 승강장7-1 출입문 앞 (2F) 표 내는곳 내 계단 옆,15,1000
코레일,4호선,선바위,,(1F) 대야미역방향 승강장4-4 출입문 앞 (2F) 표 내는곳 내 계단 옆,15,1000
코레일,4호선,수리산,2,(1F) 2번/3번 출입구 옆 (2F) 2번/3번 출입구 2번출입구 옆,15,1000
코레일,4호선,수리산,1,(1F) 1번 출입구 옆 (2F) 1번출입구 1번출입구 옆,15,1000
코레일,4호선,수리산,,(B2) 평촌역 방향 승강장 8-2 출입문 앞,15,1000
코레일,4호선,수리산,3,(1F) 2번/3번 출입구 사이 엘리베이터/ 3번 출입구 옆,15,1000
코레일,4호선,신길온천,,(B1) 4번/5번 출입구 방향,,900
코레일,4호선,신길온천,4,(1F) 4번/5번 출입구 사이 엘리베이터/ 4번 출입구 옆,15,1000
코레일,4호선,신길온천,,(B2) 과천정부청사역 방향 승강장 3-4 출입문 앞,15,1000
코레일,4호선,신길온천,,(B1) 남쪽 맞이방 (B2) 상7-4,15,1000
코레일,4호선,안산,,(B1) 남쪽 맞이방 (B2) 하4-1,15,1000
코레일,4호선,안산,1,1/2번출입구 중앙,15,1000
코레일,4호선,오이도,5,5번출입구,15,1000
코레일,4호선,오이도,8,8번출입구,15,1150
코레일,4호선,오이도,,(B3)당고개 방향 4-4 출입문 앞,15,1000
코레일,4호선,오이도,,(B3)오이도 방향 7-1 출입문 앞,15,1000
코레일,4호선,인덕원,1,(1F)1번 출입구 광장 분수대 옆,15,1000
코레일,4호선,인덕원,1,5-3 출입문 앞,15,1000
코레일,4호선,인덕원,1,5-2 출입문 앞,15,1000
코레일,4호선,인덕원,1,(1층) 1번출구 계단 하부와 자전거거치대 사이 (2층) 자유통로 1번출구 상단 입구,15,1000
코레일,4호선,인덕원,2,(1층) 2번출구 계단 하부와 자전거거치대 사이 (2층) 자유통로 2번출구 상단 입구,15,1000
코레일,4호선,정부과천청사,1,(1층) 오이도역 방향 승강장 8-1 출입문 앞 (2층) 대합실 1번출구 방향,15,1000
코레일,4호선,정부과천청사,2,(1층) 안산역 방향 승강장 3-4 출입문 앞 (2층) 대합실 2번출구 방향,15,1000
코레일,4호선,정부과천청사,,(1층) 초지역 방향 승강장 7-2 출입문 앞 (2층) 자유통로 상행표내는곳 내,15,1000
코레일,4호선,정부과천청사,,(1층) 신길온천역 방향 승강장 4-3 출입문 앞 (2층) 자유통로 하행표내는곳 내,15,1000
코레일,4호선,정부과천청사,2,(1층)2번 출입구 옆 (3층)맞이방,15,1000
코레일,4호선,정왕,3,(1층)3번 출입구 옆 (3층)맞이방,15,1000
코레일,4호선,정왕,,(1층)정왕역 방향 승강장 4-3 출입문 앞 (3층)맞이방,15,1000
코레일,4호선,중앙,,(1층)달월역 방향 승강장 7-2 출입문 앞 (3층)맞이방,15,1000
코레일,4호선,중앙,2,(1) 개집표구 진입 후 당고개/ 수원방향 E/S 근처,15,1000
코레일,4호선,초지,1,(1) 개집표구 진입 후 오이도/ 인천방향 E/S 근처,15,1000
코레일,4호선,초지,1,(1층) 1번출입구 옆 (2층) 한대앞역 방향 승강장 4-3 출입문 앞,15,1000
코레일,4호선,평촌,2,(1층) 2번출입구 옆 (2층) 고잔역 방향 승강장 7-2 출입문 앞,15,1000
코레일,4호선,평촌,1,(2F) 고잔역 방향 승강장 5-4 출입문 앞 (1F) 맞이방 통로 고잔역 방향 계단 옆,15,1000
코레일,4호선,평촌,1,(2F) 안산역 방향 승강장 5-4 출입문 앞 (1F) 맞이방 통로 안산역 방향 계단 옆,15,1000
코레일,4호선,한대앞,,(1층)상록수역 방향 승강장 6-3,15,1000
코레일,4호선,한대앞,,(1층)중앙역 방향 승강장5-2,15,1000
코레일,4호선,한대앞,2,(2층)2번출입구 방향,15,1000
