호선,역명,승강장번호,상하행,지상구분,역층,승강장연결여부,스크린도어유무,안전발판유무
7,하계,2,하행,지하,3,TRUE,TRUE,TRUE
7,하계,1,상행,지하,3,TRUE,TRUE,TRUE
7,학동,2,하행,지하,3,FALSE,TRUE,FALSE
7,학동,1,상행,지하,3,FALSE,TRUE,FALSE
8,가락시장,1,상행,지하,3,TRUE,TRUE,FALSE
8,가락시장,2,하행,지하,3,TRUE,TRUE,FALSE
8,강동구청,2,하행,지하,3,TRUE,TRUE,FALSE
8,강동구청,1,상행,지하,3,TRUE,TRUE,FALSE
8,남한산성입구,1,상행,지하,3,TRUE,TRUE,FALSE
8,남한산성입구,2,하행,지하,3,TRUE,TRUE,FALSE
8,단대오거리,2,하행,지하,3,TRUE,TRUE,TRUE
8,단대오거리,1,상행,지하,3,TRUE,TRUE,TRUE
8,모란,2,하행,지하,3,TRUE,TRUE,FALSE
8,모란,1,상행,지하,3,TRUE,TRUE,FALSE
8,몽촌토성,1,상행,지하,3,TRUE,TRUE,TRUE
8,몽촌토성,2,하행,지하,3,TRUE,TRUE,TRUE
8,문정,1,상행,지하,2,TRUE,TRUE,FALSE
8,문정,2,하행,지하,2,TRUE,TRUE,FALSE
8,복정,2,하행,지하,2,TRUE,TRUE,FALSE
8,복정,1,상행,지하,2,TRUE,TRUE,FALSE
8,산성,1,상행,지하,4,TRUE,TRUE,TRUE
8,산성,2,하행,지하,4,TRUE,TRUE,TRUE
8,석촌,1,상행,지하,2,TRUE,TRUE,FALSE
8,석촌,2,하행,지하,2,TRUE,TRUE,FALSE
8,송파,2,하행,지하,2,TRUE,TRUE,FALSE
8,송파,1,상행,지하,2,TRUE,TRUE,FALSE
8,수진,1,상행,지하,2,TRUE,TRUE,FALSE
8,수진,2,하행,지하,2,TRUE,TRUE,FALSE
8,신흥,1,상행,지하,2,TRUE,TRUE,FALSE
8,신흥,2,하행,지하,2,TRUE,TRUE,FALSE
8,암사,1,상행,지하,2,TRUE,TRUE,FALSE
8,암사,2,하행,지하,2,TRUE,TRUE,FALSE
8,잠실,2,하행,지하,3,FALSE,TRUE,TRUE
8,잠실,1,상행,지하,3,FALSE,TRUE,TRUE
8,장지,2,하행,지하,2,TRUE,TRUE,FALSE
8,장지,1,상행,지하,2,TRUE,TRUE,FALSE
8,천호,2,하행,지하,2,TRUE,TRUE,FALSE
8,천호,1,상행,지하,2,TRUE,TRUE,FALSE
8,석촌,2,하행,지하,2,TRUE,TRUE,FALSE
8,송파,2,하행,지하,2,TRUE,TRUE,FALSE
8,송파,1,상행,지하,2,TRUE,TRUE,FALSE
8,수진,1,상행,지하,2,TRUE,TRUE,FALSE
8,수진,2,하행,지하,2,TRUE,TRUE,FALSE
8,신흥,1,상행,지하,2,TRUE,TRUE,FALSE
8,신흥,2,하행,지하,2,TRUE,TRUE,FALSE
8,암사,1,상행,지하,2,TRUE,TRUE,FALSE
8,암사,2,하행,지하,2,TRUE,TRUE,FALSE
8,잠실,2,하행,지하,3,FALSE,TRUE,TRUE
8,잠실,1,상행,지하,3,FALSE,TRUE,TRUE
8,장지,2,하행,지하,2,TRUE,TRUE,FALSE
8,장지,1,상행,지하,2,TRUE,TRUE,FALSE
8,천호,2,하행,지하,2,TRUE,TRUE,FALSE
8,천호,1,상행,지하,2,TRUE,TRUE,FALSE
