연번,호선,역명,장비종류,호기,승강기번호,운행구간,설치위치
1256,6,동묘앞,E/S,6,1800-075,대합(B2)-대합(B1),내부
1257,6,동묘앞,E/S,7,1800-071,대합(B2)-대합(B1),내부
1258,6,동묘앞,E/S,8,1800-066,대합(B1)-BM1,내부
1259,6,동묘앞,E/S,9,1800-073,BM1-지상(#8 출구),외부
1260,6,동묘앞,E/S,10,1800-072,BM1-지상(#8 출구),외부
1261,6,동묘앞,E/S,11,1810-051,대합(B2)-승강장(B3),내부
1262,6,동묘앞,E/S,12,1810-052,대합(B2)-승강장(B3),내부
1263,6,창신,E/S,1,1800-051,대합(B3)-대합(B1),내부
1264,6,창신,E/S,2,1800-052,대합(B3)-대합(B1),내부
1265,6,창신,E/S,3,1800-065,대합(B1)-BM1,내부
1266,6,보문,E/S,1,1809-118,대합(B2)-대합(B1),내부
1267,6,보문,E/S,2,1809-119,대합(B2)-대합(B1),내부
1268,6,안암,E/S,1,1809-116,대합(B1)-BM1,내부
1269,6,안암,E/S,2,1809-117,대합(B1)-BM1,내부
1270,6,안암,E/S,3,1809-114,대합(B1)-BM1,내부
1271,6,안암,E/S,4,1809-115,대합(B1)-BM1,내부
1272,6,안암,E/S,5,1803-147,대합실(B1)-대합실(B2),내부
1273,6,안암,E/S,6,1803-148,대합실(B1)-대합실(B2),내부
1274,6,고려대,E/S,1,1809-108,대합(B2)-대합(B1),내부
1275,6,고려대,E/S,2,1809-109,대합(B2)-대합(B1),내부
1276,6,고려대,E/S,3,1809-110,대합(B1)-BM1,내부
1277,6,고려대,E/S,4,1809-111,대합(B1)-BM1,내부
1278,6,고려대,E/S,5,1809-112,대합(B1)-지상(#6 출구),외부
1279,6,고려대,E/S,6,1809-113,대합(B1)-지상(#6 출구),외부
1280,6,고려대,E/S,7,1803-396,대합(B1)-지상(#4 출구),외부
1281,6,고려대,E/S,8,1803-397,대합(B1)-지상(#4 출구),외부
1282,6,고려대,E/S,9,1810-503,상/시점 B4(승강)-B3(대합),내부
1283,6,고려대,E/S,10,1810-504,상/시점 B4(승강)-B3(대합),내부
1284,6,고려대,E/S,11,1810-501,하/시점 B4(승강)-B3(대합),내부
1285,6,고려대,E/S,12,1810-502,하/시점 B4(승강)-B3(대합),내부
1286,6,월곡,E/S,1,1803-403,대합(B1)-BM1,내부
1287,6,월곡,E/S,2,1809-103,대합(B1)-BM1,내부
1288,6,월곡,E/S,3,1809-104,BM1-지상(#2 출구),외부
1289,6,월곡,E/S,4,1809-105,BM1-지상(#2 출구),외부
1290,6,월곡,E/S,5,1803-404,BM1-지상(#3 출구),외부
1291,6,월곡,E/S,6,1803-405,BM1-지상(#3 출구),외부
1292,6,월곡,E/S,7,1810-505,상/시점 B3(승강)-B2(대합),내부
1293,6,월곡,E/S,8,1810-506,상/시점 B3(승강)-B2(대합),내부
1294,6,월곡,E/S,9,1803-149,B3-B2,내부
1295,6,월곡,E/S,10,1803-150,B2-B3,내부
1296,6,월곡,E/S,11,1803-042,BM1-지상(#1 출구),외부
1297,6,월곡,E/S,12,1803-043,BM1-지상(#1 출구),외부
1298,6,상월곡,E/S,1,1803-401,대합(B2)-대합(B1),내부
1299,6,상월곡,E/S,2,1803-402,대합(B2)-대합(B1),내부
1300,6,상월곡,E/S,3,1803-398,대합(B1)-BM1,내부
1301,6,상월곡,E/S,4,1803-399,대합(B1)-BM1,내부
1302,6,상월곡,E/S,5,1809-740,M1-1(#2 출구),외부
1303,6,상월곡,E/S,6,1809-741,M1-1(#2 출구),외부
1304,6,돌곶이,E/S,1,1802-487,대합(B1)-BM1,내부
1305,6,돌곶이,E/S,2,1809-101,대합(B1)-지상(#8 출구),외부
1306,6,돌곶이,E/S,3,1809-102,대합(B1)-지상(#8 출구),외부
1307,6,돌곶이,E/S,4,1802-488,대합(B1)-BM1,내부
1308,6,석계,E/S,1,1803-422,상/시/승강(B3)-대합(B2),내부
1309,6,석계,E/S,2,1803-423,하/시/승강(B3)-대합(B2),내부
1310,6,석계,E/S,3,1803-424,상/승강(B3)-대합(B2),내부
1311,6,석계,E/S,4,1803-425,하/승강(B3)-대합(B2),내부
1312,6,석계,E/S,5,1803-418,대합(B2)-대합(B1),내부
1313,6,석계,E/S,6,1803-419,대합(B1)-BM1,내부
1314,6,석계,E/S,7,1803-420,대합(B1)-지상(#4 출구),외부
1315,6,석계,E/S,8,1803-421,대합(B1)-지상(#4 출구),외부
1316,6,석계,E/S,9,1803-414,환승통로(B2)-대합(B1),내부
1317,6,석계,E/S,10,1803-415,환승통로(B2)-대합(B1),내부
1318,6,석계,E/S,11,1803-416,대합(B1)-1호선승강(F1),내부
1319,6,석계,E/S,12,1803-417,대합(B1)-1호선승강(F1),내부
1320,6,석계,E/S,13,1803-376,대합(B1)-지상(#2 출구),외부
1321,6,석계,E/S,14,1803-375,대합(B1)-지상(#2 출구),외부
1322,6,태릉입구,E/S,1,1803-406,7상/종/승강(B4)-대합(B3),내부
1323,6,태릉입구,E/S,2,1803-407,7상/종/승강(B4)-대합(B3),내부
1324,6,태릉입구,E/S,3,1803-408,7하/종/승강(B4)-대합(B3),내부
1325,6,태릉입구,E/S,4,1803-409,7하/종/승강(B4)-대합(B3),내부
1326,6,태릉입구,E/S,5,1803-410,대합(B3)-상/종/승강(B2),내부
1327,6,태릉입구,E/S,6,1803-411,대합(B3)-상/종/승강(B2),내부
1328,6,태릉입구,E/S,7,1803-412,대합(B3)-하/종/승강(B2),내부
1329,6,태릉입구,E/S,8,1803-413,대합(B3)-하/종/승강(B2),내부
1330,6,태릉입구,E/S,9,1802-496,대합(B1)-BM1,내부
1331,6,태릉입구,E/S,10,1802-498,대합(B1)-지상(#7 출구),외부
1332,6,태릉입구,E/S,11,1802-497,대합(B1)-지상(#7 출구),외부
1333,6,태릉입구,E/S,12,1810-167,대합(B1)-BM1,내부
1334,6,태릉입구,E/S,13,1810-168,대합(B1)-BM1,내부
1335,6,태릉입구,E/S,14,1810-169,BM1-지상(#6 출구),외부
1336,6,태릉입구,E/S,15,1810-170,BM1-지상(#6 출구),외부
1337,6,화랑대,E/S,1,1802-481,대합(B1)-지상(#3 출구),외부
1338,6,화랑대,E/S,2,1802-482,대합(B1)-지상(#3 출구),외부
1339,6,화랑대,E/S,3,1802-483,대합(B1)-지상(#7 출구),외부
1340,6,화랑대,E/S,4,1802-484,대합(B1)-지상(#7 출구),외부
1341,6,봉화산,E/S,1,1803-351,상/시/승강(B2)-대합(B1),내부
1342,6,봉화산,E/S,2,1803-352,종점/승강(B2)-대합(B1),내부
1343,6,봉화산,E/S,3,1809-120,대합(B1)-지상(#3 출구),외부
1344,6,봉화산,E/S,4,1809-121,대합(B1)-지상(#3 출구),외부
1345,6,신내,E/S,1,1812-436,F1-F2,07월 04일
1346,6,신내,E/S,2,1812-437,F2-F1,07월 04일
1347,7,수락산,E/S,1,1806-701,대합(B2)-지상(#3 출구),외부
1348,7,수락산,E/S,2,1806-702,대합(B2)-지상(#3 출구),외부
1349,7,수락산,E/S,3,1803-091,대합(B1)-지상(#1 출구),외부
1350,7,수락산,E/S,4,1803-092,대합(B1)-지상(#6 출구),외부
1351,7,수락산,E/S,5,1810-577,대합(B1)-지상(#4 출구),4번출구-5
1352,7,수락산,E/S,6,1810-578,대합(B1)-지상(#4 출구),4번출구-6
1353,7,마들,E/S,1,1803-093,대합(B2)-대합(B1),내부
1354,7,마들,E/S,2,1803-094,대합(B2)-대합(B1),내부
1355,7,마들,E/S,3,1806-815,대합(B1)-지상(#3 출구),외부
1356,7,마들,E/S,4,1806-816,대합(B1)-지상(#3 출구),외부
1357,7,마들,E/S,5,1806-824,대합(B1)-지상(#6 출구),외부
1358,7,마들,E/S,6,1806-823,대합(B1)-지상(#6 출구),외부
1359,7,마들,E/S,7,1810-567,B1-B2,내부
1360,7,마들,E/S,8,1810-568,B2-B1,내부
1361,7,노원,E/S,1,1806-611,중앙/시/승강(B3)-대합(B1),내부
1362,7,노원,E/S,2,1806-612,중앙/시/승강(B3)-대합(B1),내부
1363,7,노원,E/S,3,1806-613,중앙/시/승강(B3)-대합(B1),내부
1364,7,노원,E/S,4,1806-609,대합(B1)-BM1,내부
1365,7,노원,E/S,5,1806-610,대합(B1)-BM1,내부
1366,7,노원,E/S,6,1806-698,BM1-환승통로(F1),내부
1367,7,노원,E/S,7,1806-699,BM1-환승통로(F1),내부
1368,7,노원,E/S,8,1806-614,BM1-환승통로(F1),내부
1369,7,노원,E/S,9,1806-615,BM1-환승통로(F1),내부
1370,7,노원,E/S,10,1803-095,대합(B1)-지상(#3 출구),외부
1371,7,노원,E/S,11,1803-096,대합(B1)-지상(#3 출구),외부
1372,7,노원,E/S,12,1803-151,대합(B1)-지상(#6 출구),외부
1373,7,노원,E/S,13,1803-152,대합(B1)-지상(#6 출구),외부
1374,7,노원,E/S,14,1806-817,BM1-지상(#8 출구),외부
1375,7,노원,E/S,15,1806-818,BM1-지상(#8 출구),외부
1376,7,중계,E/S,1,1803-029,BM1-지상(#1 출구),외부
1377,7,중계,E/S,2,1803-030,BM1-지상(#1 출구),외부
1378,7,중계,E/S,3,1803-032,BM1-지상(#3 출구),외부
1379,7,중계,E/S,4,1803-031,BM1-지상(#3 출구),외부
1380,7,중계,E/S,5,1810-511,B2-B3,내부
1381,7,중계,E/S,6,1810-512,B3-B2,내부
1382,7,중계,E/S,7,1810-513,F1-B1,외부
1383,7,중계,E/S,8,1810-514,B1-F1,외부
1384,7,하계,E/S,1,1803-098,BM1-지상(#2 출구),외부
1385,7,하계,E/S,2,1803-097,BM1-지상(#2 출구),외부
1386,7,하계,E/S,3,1803-153,BM1-지상(#4 출구),외부
1387,7,하계,E/S,4,1803-154,BM1-지상(#4 출구),외부
1388,7,하계,E/S,5,1810-541,B1-F1(#3 출구),외부
1389,7,하계,E/S,6,1810-542,B1-F1(#3 출구),외부
1390,7,공릉,E/S,1,1806-700,상/승강(B4)-대합(B2),내부
1391,7,공릉,E/S,2,1806-713,하/승강(B4)-대합(B2),내부
1392,7,공릉,E/S,3,1806-714,대합(B3)-대합(B1),내부
1393,7,공릉,E/S,4,1806-715,대합(B3)-대합(B1),내부
1394,7,공릉,E/S,5,1806-841,대합(B1)-지상(#4 출구),외부
1395,7,공릉,E/S,6,1806-840,대합(B1)-지상(#4 출구),외부
1396,7,태릉입구,E/S,1,1806-730,대합(B3)-대합(B1),내부
1397,7,태릉입구,E/S,2,1806-731,대합(B3)-대합(B1),내부
1398,7,태릉입구,E/S,3,1806-732,대합(B3)-대합(B1),내부
1399,7,태릉입구,E/S,4,1806-733,대합(B3)-대합(B1),내부
1400,7,태릉입구,E/S,5,1815-413,대합(B3)-대합(B1),내부
1401,7,태릉입구,E/S,6,1815-414,대합(B3)-대합(B1),내부
1402,7,태릉입구,E/S,7,1810-579,대합(B1)-지상(F1),4번출구-5
1403,7,태릉입구,E/S,8,1810-580,지상(F1)-대합(B1),4번출구-6
1404,7,먹골,E/S,1,1803-157,BM1-지상(#2 출구),외부
1405,7,먹골,E/S,2,1803-158,BM1-지상(#2 출구),외부
1406,7,먹골,E/S,3,1806-821,대합(B1)-지상(#7 출구),외부
1407,7,먹골,E/S,4,1806-822,대합(B1)-지상(#7 출구),외부
1408,7,먹골,E/S,5,1810-830,대합(B1)-지상(F1),외부
1409,7,먹골,E/S,6,1810-831,지상(F1)-대합(B1),외부
1410,7,중화,E/S,1,1800-934,승강장-B2,내부
1411,7,중화,E/S,2,1800-935,승강장-B2,내부
1412,7,중화,E/S,3,1800-936,B3-B2,내부
1413,7,중화,E/S,4,1800-937,B2-B3,내부
1414,7,중화,E/S,5,1800-939,대합(B1)-지상(#3 출구),외부
1415,7,중화,E/S,6,1800-940,대합(B1)-지상(#3 출구),외부
1416,7,상봉,E/S,1,1806-835,BM1-지상(#1 출구),외부
1417,7,상봉,E/S,2,1806-834,BM1-지상(#1 출구),외부
1418,7,상봉,E/S,3,1806-837,BM1-지상(#2 출구),외부
1419,7,상봉,E/S,4,1806-836,BM1-지상(#2 출구),외부
1420,7,상봉,E/S,5,1806-839,BM1-지상(#3 출구),외부
1421,7,상봉,E/S,6,1806-838,BM1-지상(#3 출구),외부
1422,7,면목,E/S,1,1806-601,대합(B3)-대합(B1),내부
1423,7,면목,E/S,2,1806-602,대합(B3)-대합(B1),내부
1424,7,면목,E/S,3,1806-819,대합(B1)-지상(#3 출구),외부
1425,7,면목,E/S,4,1806-820,대합(B1)-지상(#3 출구),외부
1426,7,면목,E/S,5,1803-089,대합(B1)-지상(#2 출구),외부
1427,7,면목,E/S,6,1803-090,대합(B1)-지상(#2 출구),외부
1428,7,사가정,E/S,1,1806-603,대합(B3)-대합(B1),내부
1429,7,사가정,E/S,2,1806-604,대합(B3)-대합(B1),내부
1430,7,사가정,E/S,3,1806-703,대합(B1)-지상(#1 출구),외부
1431,7,사가정,E/S,4,1806-704,대합(B1)-지상(#1 출구),외부
1432,7,사가정,E/S,5,1806-605,대합(B1)-지상(#3 출구),외부
1433,7,사가정,E/S,6,1806-606,대합(B1)-지상(#3 출구),외부
1434,7,사가정,E/S,7,1806-607,대합(B1)-지상(#4 출구),외부
1435,7,사가정,E/S,8,1806-608,대합(B1)-지상(#4 출구),외부
1436,7,사가정,E/S,9,1803-176,대합(B1)-지상(#2 출구),외부
1437,7,사가정,E/S,10,1803-177 ,대합(B1)-지상(#2 출구),외부
1438,7,용마산,E/S,1,1806-734,대합(B3)-대합(B1),내부
1439,7,용마산,E/S,2,1806-735,대합(B3)-대합(B1),내부
1440,7,용마산,E/S,3,1803-155,대합(B1)-BM1,내부
1441,7,용마산,E/S,4,1803-156,대합(B1)-BM1,내부
1442,7,용마산,E/S,5,1809-929,BM1-지상(#1 출구),외부
1443,7,용마산,E/S,6,1809-930,BM1-지상(#1 출구),외부
1444,7,용마산,E/S,7,1803-178 ,대합(B1)-지상(#3 출구),외부
1445,7,용마산,E/S,8,1803-179 ,대합(B1)-지상(#3 출구),외부
1446,7,중곡,E/S,1,1806-034,대합(B1)-지상(#3 출구),외부
1447,7,중곡,E/S,2,1806-035,대합(B1)-지상(#3 출구),외부
1448,7,중곡,E/S,3,1811-766,B1-F1,외부
1449,7,중곡,E/S,4,1811-767,F1-B1,외부
1450,7,군자,E/S,1,1811-684,B2-B1,내부
1451,7,군자,E/S,2,1811-683,B1-B2,내부
1452,7,군자,E/S,3,1811-686,B3-B2,내부
1453,7,군자,E/S,4,1811-685,B2-B3,내부
1454,7,군자,E/S,5,1811-681,B3-B2,내부
1455,7,군자,E/S,6,1811-682,B2-B3,내부
1456,7,어린이대공원,E/S,1,1801-751,대합(B1)-지상(#5 출구),외부
1457,7,어린이대공원,E/S,2,1801-752,대합(B1)-지상(#5 출구),외부
1458,7,어린이대공원,E/S,3,1806-036,대합(B1)-지상(#3 출구),외부
1459,7,어린이대공원,E/S,4,1806-037,대합(B1)-지상(#3 출구),외부
1460,7,어린이대공원,E/S,5,1811-531,(BM1)-지상(#1 출구),외부
1461,7,어린이대공원,E/S,6,1811-532,(BM1)-지상(#1 출구),외부
1462,7,건대입구,E/S,1,1801-691,대합(B3)-FM1,내부
1463,7,건대입구,E/S,2,1801-692,대합(B3)-FM1,내부
1464,7,건대입구,E/S,3,1805-897,FM1-대합(F2),내부
1465,7,건대입구,E/S,4,1805-840,FM1-대합(F2),내부
1466,7,건대입구,E/S,5,1801-693,하/종/승강(B2)-대합(F2),내부
1467,7,건대입구,E/S,6,1801-694,하/종/승강(B2)-대합(F2),내부
1468,7,건대입구,E/S,7,1801-472,대합(B3)-상/승강(B2),내부
1469,7,건대입구,E/S,8,1805-838,대합(B2)-대합(B1),내부
1470,7,건대입구,E/S,9,1805-839,대합(B2)-대합(B1),내부
1471,7,건대입구,E/S,10,1805-837,대합(B1)-지상(#3 출구),외부
1472,7,건대입구,E/S,11,1805-836,대합(B1)-지상(#3 출구),외부
1473,7,뚝섬유원지,E/S,1,1801-591,#1 출구(F1)-대합(F2),외부
1474,7,뚝섬유원지,E/S,2,1801-592,#1 출구(F1)-대합(F2),외부
1475,7,뚝섬유원지,E/S,3,1801-593,#4 출구(F1)-대합(F2),외부
1476,7,뚝섬유원지,E/S,4,1801-594,#4 출구(F1)-대합(F2),외부
1477,7,청담,E/S,1,1802-717,대합(B3)-대합(B1),내부
1478,7,청담,E/S,2,1802-718,대합(B3)-대합(B1),내부
1479,7,청담,E/S,3,1802-719,대합(B1)-지상(#4 출구),외부
1480,7,청담,E/S,4,1802-720,대합(B1)-지상(#4 출구),외부
1481,7,청담,E/S,5,1805-792,대합(B1)-지상(#10 출구),외부
1482,7,청담,E/S,6,1805-793,대합(B1)-지상(#10 출구),외부
1483,7,청담,E/S,7,1802-875,대합(B1)-지상(#1 출구),외부
1484,7,청담,E/S,8,1802-876,대합(B1)-지상(#1 출구),외부
1485,7,청담,E/S,9,1802-877,대합(B1)-지상(#2 출구),외부
1486,7,청담,E/S,10,1802-878,대합(B1)-지상(#2 출구),외부
1487,7,청담,E/S,11,1802-879,대합(B1)-지상(#6 출구),외부
1488,7,청담,E/S,12,1802-880,대합(B1)-지상(#6 출구),외부
1489,7,청담,E/S,13,1802-881,대합(B1)-지상(#7 출구),외부
1490,7,청담,E/S,14,1802-882,대합(B1)-지상(#7 출구),외부
1491,7,청담,E/S,15,1802-883,대합(B1)-지상(#9 출구),외부
1492,7,청담,E/S,16,1802-884,대합(B1)-지상(#9 출구),외부
1493,7,강남구청,E/S,1,1805-505,대합(B2)-대합(B1),내부
1494,7,강남구청,E/S,2,1805-506,대합(B2)-대합(B1),내부
1495,7,강남구청,E/S,3,1805-507,대합(B2)-대합(B1),내부
1496,7,강남구청,E/S,4,1805-508,대합(B2)-대합(B1),내부
1497,7,강남구청,E/S,5,1805-639,대합(B1)-BM1,내부
1498,7,강남구청,E/S,6,1805-640,대합(B1)-BM1,내부
1499,7,강남구청,E/S,7,1805-509,대합(B1)-BM1,내부
1500,7,학동,E/S,1,1806-931,대합(B2)-대합(B1),내부
1501,7,학동,E/S,2,1806-932,대합(B2)-대합(B1),내부
1502,7,학동,E/S,3,1806-933,대합(B2)-대합(B1),내부
1503,7,학동,E/S,4,1806-934,대합(B2)-대합(B1),내부
1504,7,학동,E/S,5,1806-935,대합(B1)-지상(#1 출구),외부
1505,7,학동,E/S,6,1806-936,대합(B1)-지상(#1 출구),외부
1506,7,학동,E/S,7,1806-937,대합(B1)-지상(#10 출구),외부
1507,7,학동,E/S,8,1806-938,대합(B1)-지상(#10 출구),외부
1508,7,학동,E/S,9,1805-667,대합(B2)-대합(B1),내부
1509,7,학동,E/S,10,1805-668,대합(B2)-대합(B1),내부
1510,7,논현,E/S,1,1802-765,대합(B2)-대합(B1),내부
1511,7,논현,E/S,2,1802-766,대합(B2)-대합(B1),내부
1512,7,논현,E/S,3,1802-767,대합(B2)-대합(B1),내부
1513,7,논현,E/S,4,1802-539,대합(B2)-대합(B1),내부
1514,7,논현,E/S,5,1802-768,대합(B1)-BM1,내부
1515,7,논현,E/S,6,1802-769,대합(B1)-BM1,내부
1516,7,논현,E/S,7,1802-841,대합(B1)-BM1,내부
1517,7,논현,E/S,8,1802-842,대합(B1)-BM1,내부
1518,7,논현,E/S,9,1802-770,대합(B1)-BM1,내부
1519,7,논현,E/S,10,1802-771,대합(B1)-BM1,내부
1520,7,논현,E/S,11,1802-772,대합(B1)-BM1,내부
1521,7,논현,E/S,12,1802-773,BM1-지상(#2 출구),외부
1522,7,논현,E/S,13,1802-774,BM1-지상(#2 출구),외부
1523,7,논현,E/S,14,1802-843,BM1-지상(#7 출구),외부
1524,7,논현,E/S,15,1802-844,BM1-지상(#7 출구),외부
1525,7,논현,E/S,16,1802-845,BM1-지상(#3 출구),외부
1526,7,논현,E/S,17,1802-846,BM1-지상(#3 출구),외부
1527,7,논현,E/S,18,1802-847,BM1-지상(#6 출구),외부
1528,7,논현,E/S,19,1802-848,BM1-지상(#6 출구),외부
1529,7,반포,E/S,1,1805-623,대합(B1)-지상(#1 출구),외부
1530,7,반포,E/S,2,1805-624,대합(B1)-지상(#1 출구),외부
1531,7,반포,E/S,3,1802-849,대합(B1)-지상(#6 출구),외부
1532,7,반포,E/S,4,1802-850,대합(B1)-지상(#6 출구),외부
1533,7,반포,E/S,5,1807-979,B2-B1,내부
1534,7,반포,E/S,6,1807-982,B1-B2,내부
1535,7,고속터미널,E/S,1,1802-721,상/시/승강(B3)-대합(B2),내부
1536,7,고속터미널,E/S,2,1802-722,상/시/승강(B3)-대합(B2),내부
1537,7,고속터미널,E/S,3,1802-723,하/시/승강(B3)-대합(B2),내부
1538,7,고속터미널,E/S,4,1802-724,하/시/승강(B3)-대합(B2),내부
1539,7,고속터미널,E/S,5,1802-751,상/승강(B3)-대합(B2),내부
1540,7,고속터미널,E/S,6,1802-752,상/승강(B3)-대합(B2),내부
1541,7,고속터미널,E/S,7,1802-753,상/종/승강(B3)-대합(B2),내부
1542,7,고속터미널,E/S,8,1802-754,하/종/승강(B3)-대합(B2),내부
1543,7,고속터미널,E/S,9,1802-755,환승통로-대합(B2),내부
1544,7,고속터미널,E/S,10,1802-756,환승통로-대합(B2),내부
1545,7,고속터미널,E/S,11,1802-757,환승통로-대합(B2),내부
1546,7,고속터미널,E/S,12,1802-758,대합(B2)-대합(B1),내부
1547,7,고속터미널,E/S,13,1802-759,대합(B2)-대합(B1),내부
1548,7,고속터미널,E/S,14,1802-760,대합(B2)-대합(B1),내부
1549,7,고속터미널,E/S,15,1802-761,대합(B2)-대합(B1),내부
1550,7,고속터미널,E/S,16,1802-762,대합(B1)-BM1,내부
1551,7,고속터미널,E/S,17,1802-763,대합(B1)-BM1,내부
1552,7,고속터미널,E/S,18,1802-764,BM2-BM1(#3 방면),내부
1553,7,고속터미널,E/S,19,1802-725,BM2-BM1(#3 방면),내부
1554,7,고속터미널,E/S,20,1802-726,대합(B1)-BM1,내부
1555,7,고속터미널,E/S,21,1802-727,대합(B1)-BM1,내부
1556,7,내방,E/S,1,1802-728,대합(B1)-지상(#2 출구),외부
1557,7,내방,E/S,2,1802-729,대합(B1)-지상(#2 출구),외부
1558,7,내방,E/S,3,1802-730,대합(B1)-지상(#4 출구),외부
1559,7,내방,E/S,4,1802-731,대합(B1)-지상(#4 출구),외부
1560,7,내방,E/S,5,1802-732,BM1-지상(#6 출구),외부
1561,7,내방,E/S,6,1802-733,BM1-지상(#6 출구),외부
1562,7,내방,E/S,7,1802-734,BM1-지상(#7 출구),외부
1563,7,내방,E/S,8,1802-735,BM1-지상(#7 출구),외부
1564,7,내방,E/S,9,1807-980,B2-B1,내부
1565,7,내방,E/S,10,1807-981,B1-B2,내부
1566,7,이수,E/S,1,1804-174,상/승강(B4)-대합(B3),내부
1567,7,이수,E/S,2,1804-175,하/승강(B4)-대합(B3),내부
1568,7,이수,E/S,3,1804-176,환승통로(B4)-대합(B3),내부
1569,7,이수,E/S,4,1804-177,환승통로(B4)-대합(B3),내부
1570,7,이수,E/S,5,1804-178,환승통로(B3)-4승강(B2),내부
1571,7,이수,E/S,6,1804-179,환승통로(B3)-4승강(B2),내부
1572,7,이수,E/S,7,1804-180,환승통로(B3)-4승강(B2),내부
1573,7,이수,E/S,8,1804-181,환승통로(B3)-4승강(B2),내부
1574,7,이수,E/S,9,1804-182,대합(B3)-대합(B1),내부
1575,7,이수,E/S,10,1804-183,대합(B3)-대합(B1),내부
1576,7,이수,E/S,11,1804-184,대합(B3)-대합(B1),내부
1577,7,이수,E/S,12,1804-185,대합(B3)-대합(B1),내부
1578,7,이수,E/S,13,1804-186,대합(B3)-대합(B1),내부
1579,7,이수,E/S,14,1804-187,대합(B1)-지상(#6 출구),외부
1580,7,이수,E/S,15,1804-188,대합(B1)-지상(#6 출구),외부
1581,7,이수,E/S,16,1804-189,대합(B1)-지상(#7 출구),외부
1582,7,이수,E/S,17,1804-190,대합(B1)-지상(#7 출구),외부
1583,7,이수,E/S,18,1804-191,대합(B1)-지상(#3 출구),외부
1584,7,이수,E/S,19,1804-192,대합(B1)-지상(#3 출구),외부
1585,7,이수,E/S,20,1804-193,대합(B1)-지상(#12 출구),외부
1586,7,이수,E/S,21,1804-194,대합(B1)-지상(#12 출구),외부
1587,7,이수,E/S,22,1804-195,대합(B1)-지상(#10 출구),외부
1588,7,이수,E/S,23,1804-196,대합(B1)-지상(#10 출구),외부
1589,7,남성,E/S,1,1804-203,대합(B2)-대합(B1),내부
1590,7,남성,E/S,2,1816-267,B2-F1,내부
1591,7,남성,E/S,3,1816-268,F1-B2,내부
1592,7,남성,E/S,4,1804-206,대합(B1)-지상(#4 출구),외부
1593,7,남성,E/S,5,1804-207,대합(B1)-지상(#4 출구),외부
1594,7,남성,E/S,6,1809-951,대합(B2)-대합(B1),내부
1595,7,남성,E/S,7,1807-975,대합(B1)-BM1,내부
1596,7,남성,E/S,8,1807-976,대합(B1)-BM1,내부
1597,7,남성,E/S,9,1807-977,BM1-지상(#3 출구),외부
1598,7,남성,E/S,10,1807-978,BM1-지상(#3 출구),외부
1599,7,남성,E/S,11,1816-269,B1-BM,2번 출구
1600,7,남성,E/S,12,1816-270,BM-B1,2번 출구
1601,7,남성,E/S,13,1816-271,BM-F1,2번 중층
1602,7,남성,E/S,14,1816-272,F1-BM,2번 중층
1603,7,숭실대입구,E/S,1,1804-278,대합(B5)-대합(B2),내부
1604,7,숭실대입구,E/S,2,1804-279,대합(B5)-대합(B2),내부
1605,7,숭실대입구,E/S,3,1804-280,대합(B5)-대합(B2),내부
1606,7,숭실대입구,E/S,4,1807-201,대합(B2)-대합(B1),내부
1607,7,숭실대입구,E/S,5,1807-202,대합(B2)-대합(B1),내부
1608,7,숭실대입구,E/S,6,1807-203,대합(B2)-대합(B1),내부
1609,7,숭실대입구,E/S,7,1807-204,대합(B1)-지상(#1 출구),외부
1610,7,숭실대입구,E/S,8,1807-205,대합(B1)-지상(#1 출구),외부
1611,7,숭실대입구,E/S,9,1807-206,대합(B1)-지상(#4 출구),외부
1612,7,숭실대입구,E/S,10,1807-207,대합(B1)-지상(#4 출구),외부
1613,7,숭실대입구,E/S,11,1808-000,(BM1)-지상(#3 출구),외부
1614,7,숭실대입구,E/S,12,1807-999,(BM1)-지상(#3 출구),외부
1615,7,상도,E/S,1,1803-925,대합(B2)-대합(B1),내부
1616,7,상도,E/S,2,1803-926,대합(B1)-BM1,내부
1617,7,상도,E/S,3,1803-927,대합(B1)-BM1,내부
1618,7,상도,E/S,4,1803-928,대합(B1)-BM1,내부
1619,7,상도,E/S,5,1803-929,대합(B1)-BM1,내부
1620,7,상도,E/S,6,1803-930,BM1-지상(#2 출구),외부
1621,7,상도,E/S,7,1803-931,BM1-지상(#2 출구),외부
1622,7,상도,E/S,8,1803-932,BM1-지상(#5 출구),외부
1623,7,상도,E/S,9,1803-933,BM1-지상(#5 출구),외부
1624,7,상도,E/S,10,1803-934,BM1-지상(#4 출구),외부
1625,7,상도,E/S,11,1803-935,BM1-지상(#4 출구),외부
1626,7,장승배기,E/S,1,1803-936,대합(B2)-대합(B1),내부
1627,7,장승배기,E/S,2,1803-937,대합(B2)-대합(B1),내부
1628,7,장승배기,E/S,3,1803-938,대합(B1)-BM1,내부
1629,7,장승배기,E/S,4,1803-939,대합(B1)-BM1,내부
1630,7,장승배기,E/S,5,1803-940,대합(B1)-지상(#1 출구),외부
1631,7,장승배기,E/S,6,1803-941,대합(B1)-지상(#1 출구),외부
1632,7,장승배기,E/S,7,1803-942,대합(B1)-BM1,내부
1633,7,장승배기,E/S,8,1803-943,BM1-지상(#2 출구),외부
1634,7,장승배기,E/S,9,1803-944,BM1-지상(#6 출구),외부
1635,7,장승배기,E/S,10,1803-945,BM1-지상(#6 출구),외부
1636,7,장승배기,E/S,11,1816-323,B3-B2,내부
