연번,호선,역명,장비종류,호기,승강기번호,운행구간,설치위치
504,4,미아,E/S,3,1806-895,1(지상)-B1(대),1번출구 하행
505,4,미아,E/S,4,1806-894,B1(대)-1(지상),1번출구 상행
506,4,미아,E/S,5,1803-202,1(지상)-B1(대),6번출구 하행
507,4,미아,E/S,6,1803-201,B1(대)-1(지상),6번출구 상행
508,4,미아사거리,E/S,1,1806-716,1(지상)-B1(대),3번출구 하행
509,4,미아사거리,E/S,2,1806-717,B1(대)-1(지상),3번출구 상행
510,4,길음,E/S,1,1806-831,B1(대)-1(지상),2번출구 상행
511,4,길음,E/S,2,1803-356,1(지상)-B1(대),3번출구 하행
512,4,길음,E/S,3,1803-355,B1(대)-1(지상),3번출구 상행
513,4,성신여대입구,E/S,1,1803-353,1(지상)-B1(대),1번출구 하행
514,4,성신여대입구,E/S,2,1803-354,B1(대)-1(지상),1번출구 상행
515,4,성신여대입구,E/S,3,1810-583,B1(대)-지상,4번출구 하행
516,4,성신여대입구,E/S,4,1806-697,지상-B1(대),4번출구 상행
517,4,한성대입구,E/S,1,1809-932,1(지상)-B1(대),5번출구 하행
518,4,한성대입구,E/S,2,1809-931,B1(대)-1(지상),5번출구 상행
519,4,혜화,E/S,1,1800-166,1(지상)-B1(대),1번출구 하행
520,4,혜화,E/S,2,1800-165,B1(대)-1(지상),1번출구 상행
521,4,혜화,E/S,3,1810-100,1(지상)-B1(대),3번출구 하행
522,4,혜화,E/S,4,1810-099,B1(대)-1(지상),3번출구 상행
523,4,동대문(4),E/S,1,1801-111,B2(대)-B4(승),사당방향 하행 7-4
524,4,동대문(4),E/S,2,1801-112,B4(승)-B2(대),노원방향 상행 4-1
525,4,동대문(4),E/S,3,1801-113,B2(대)-B4(승),사당방향 하행 3-3
526,4,동대문(4),E/S,4,1801-114,B2(대)-B4(승),노원방향 상행 8-2
527,4,동대문(4),E/S,5,1800-340,B1(대)-B2(대),4호선연결 하행
528,4,동대문(4),E/S,6,1800-341,B2(대)-B1(대),1호선연결 상행
529,4,동대문(4),E/S,7,1808-172,지상-B1(대),8번출구 하행
530,4,동대문(4),E/S,8,1808-173,B1(대)-지상,8번출구 상행
531,4,동대문(4),E/S,9,1810-701,지상-B1(대),9번출구 하행
532,4,동대문(4),E/S,10,1810-702,B1(대)-지상,9번출구 상행
533,4,동대문역사문화공원(4),E/S,1,1801-576,B1(대)-B3(승),하행 8-3
534,4,동대문역사문화공원(4),E/S,2,1801-577,B3(승)-B1(대),상행 3-1
535,4,동대문역사문화공원(4),E/S,3,1800-475,B2(대)-B3(승),하행 5-2
536,4,동대문역사문화공원(4),E/S,4,1800-474,B3(승)-B2(대),상행 6-3
537,4,동대문역사문화공원(4),E/S,5,1808-987,B2(대)-B3(승),하행 2-4
538,4,동대문역사문화공원(4),E/S,6,1808-988,B3(승)-B2(대),상행 9-1
539,4,충무로(4),E/S,1,1808-128,B2(대)-B3(승),상행 4-2
540,4,충무로(4),E/S,2,1808-129,B3(승)-B2(대),상행 4-2
541,4,충무로(4),E/S,3,1808-130,B2(대)-B3(승),하행 6-3
542,4,충무로(4),E/S,4,1808-131,B3(승)-B2(대),상행 6-3
543,4,충무로(4),E/S,5,1808-132,B2(대)-B3(승),하행 5-2
544,4,충무로(4),E/S,6,1808-133,B3(승)-B2(대),상행 5-2
545,4,충무로(4),E/S,8,1808-135,B3(승)-B2(대),상행 7-2
546,4,충무로(4),E/S,9,1808-136,B1(대)-B2(대),X-10 기둥 우측
547,4,충무로(4),E/S,10,1808-137,B2(대)-B1(대),X-10 기둥 우측
548,4,충무로(4),E/S,11,1808-138,B1(대)-B2(대),X-27 기둥 좌측
549,4,충무로(4),E/S,12,1808-139,B2(대)-B1(대),X-27 기둥 좌측
550,4,충무로(4),E/S,13,1808-140,B1(대)-B2(대),X-27 기둥 우측
551,4,충무로(4),E/S,14,1808-141,B2(대)-B1(대),X-27 기둥 우측
552,4,충무로(4),E/S,15,1808-142,B1(대)-B2(대),X-10 기둥 좌측
553,4,충무로(4),E/S,16,1808-143,B2(대)-B1(대),X-10 기둥 좌측
554,4,충무로(4),E/S,17,1800-486,B4(3호선)-B2(대),3호선환승(휠체어) 좌측
555,4,충무로(4),E/S,18,1800-487,B4(3호선)-B2(대),3호선환승(휠체어) 좌측
556,4,충무로(4),E/S,19,1801-479,B2(대)-B4(3호선),3호선환승(휠체어) 우측
557,4,충무로(4),E/S,20,1801-409,B4(3호선)-B2(대),3호선환승(휠체어) 우측
558,4,충무로(4),E/S,21,1806-329,지상-B1(대),1번출구 하행
559,4,충무로(4),E/S,22,1806-330,B1(대)-지상,1번출구 상행
560,4,명동,E/S,1,1800-724,B2(대)-A계단(승),A계단 옆
561,4,명동,E/S,3,1800-725,B2(대)-B계단(승),B계단 옆
562,4,명동,E/S,4,1801-054,B계단(승)-B2(대),B계단 옆
563,4,명동,E/S,5,1810-714,지상-B1(대),3번출구 하행
564,4,명동,E/S,6,1810-715,B1(대)-지상,3번출구 상행
565,4,회현,E/S,1,1801-681,B2(대)-A계단(승),A계단 옆
566,4,회현,E/S,2,1801-682,A계단(승)-B2(대),A계단 옆
567,4,회현,E/S,3,1801-683,B2(대)-B4(승),하행 6-4
568,4,회현,E/S,4,1801-684,B4(승)-B2(대),상행 4-4
569,4,회현,E/S,5,1801-685,B2(대)-B4(승),하행 1-4
570,4,회현,E/S,6,1801-686,B4(승)-B2(대),상행 9-4
571,4,서울역(4),E/S,1,1801-085,1호선 연결통로,사당방향 하행 10-4
572,4,서울역(4),E/S,2,1801-373,1호선 연결통로,당고개방향 상행 1-1
573,4,서울역(4),E/S,3,1801-348,지상-B1(연결통로),9-1번출구(교통섬) 하행
574,4,서울역(4),E/S,4,1801-316,B1(연결통로)-지상,9-1번출구(교통섬) 상행
575,4,삼각지,E/S,1,1801-578,지상-B1(대),2번출구 하행
576,4,삼각지,E/S,2,1801-579,B1(대)-지상,2번출구 상행
577,4,삼각지,E/S,3,1801-580,지상-B1(대),5번출구 하행
578,4,삼각지,E/S,4,1801-581,B1(대)-지상,5번출구 상행
579,4,신용산,E/S,1,1800-495,지상-B1(대),5번출구 하행
580,4,신용산,E/S,2,1800-496,B1(대)-지상,5번출구 상행
581,4,신용산,E/S,3,1810-471,B1(대)-지상,3번출구 상행
582,4,신용산,E/S,4,1810-472,지상-B1(대),4번출구 상행
583,4,신용산,E/S,5,1810-473,B1(대)-지상,4번출구 하행
584,4,신용산,E/S,6,1813-883,지상-B1(대),1번출구
585,4,신용산,E/S,7,1813-884,B1(대)-지상,1번출구
586,4,신용산,E/S,8,1813-881,지상-B1(대),1번출구
587,4,신용산,E/S,9,1813-882,B1(대)-지상,1번출구
588,4,이촌,E/S,1,1808-989,지상-B1(대),1번출구 하행
589,4,이촌,E/S,2,1808-990,B1(대)-지상,1번출구 상행
590,4,이촌,E/S,3,1801-719,지상-B1(대),2번출구 하행
591,4,이촌,E/S,4,1801-720,B1(대)-지상,2번출구 상행
592,4,총신대입구,E/S,1,1807-714,지상-B1(대),14번출구 하행
593,4,총신대입구,E/S,2,1807-713,B1(대)-지상,14번출구 상행
594,4,총신대입구,E/S,3,1810-310,지상-B1(대),1번출구 하행
595,4,총신대입구,E/S,4,1810-309,B1(대)-지상,1번출구 상행
596,4,사당(4),E/S,1,1804-715,B3(승)-B2(승),하행 1-1
597,4,사당(4),E/S,2,1808-282,지상-B1(대),4번출구 하행
598,4,사당(4),E/S,3,1808-281,B1(대)-지상,4번출구 상행
599,4,사당(4),E/S,4,1804-713,지상-B1(대),9번출구 하행
600,4,사당(4),E/S,5,1804-714,B1(대)-지상,9번출구 상행
601,4,사당(4),E/S,6,1807-301,지상-B1(대),3번출구 하행
602,4,사당(4),E/S,7,1808-283,B1(대)-지상,3번출구 상행
603,4,남태령,E/S,1,1802-113,B2(대)-B3(승),하행 3-2
604,4,남태령,E/S,2,1802-114,B3(승)-B2(대),상행 8-3
605,5,김포공항,E/S,1,1808-085,상/시점(B3)-대(B2),내부
606,5,김포공항,E/S,2,1808-086,상/시점(B3)-대(B2),내부
607,5,김포공항,E/S,3,1808-087,하/시점(B3)-대(B2),내부
608,5,김포공항,E/S,4,1808-088,하/시점(B3)-대(B2),내부
609,5,김포공항,E/S,5,1808-089,상/종점(B3)-대(B2),내부
610,5,김포공항,E/S,6,1808-090,상/종점(B3)-대(B2),내부
611,5,김포공항,E/S,7,1808-091,하/종점(B3)-대(B2),내부
612,5,김포공항,E/S,8,1808-092,하/종점(B3)-대(B2),내부
613,5,송정,E/S,1,1808-093,대합(B2)-대합(B1),내부
614,5,송정,E/S,2,1808-094,대합(B2)-대합(B1),내부
615,5,송정,E/S,3,1808-096,대합(B1)-지상(#4 출구),외부
616,5,송정,E/S,4,1808-096,대합(B1)-지상(#4 출구),외부
617,5,마곡,E/S,1,1807-781,대합(B1)-지상(#1 출구),외부
618,5,마곡,E/S,2,1807-782,대합(B1)-지상(#1 출구),외부
619,5,마곡,E/S,3,1807-783,대합(B1)-지상(#7 출구),외부
620,5,마곡,E/S,4,1807-784,대합(B1)-지상(#7 출구),외부
621,5,마곡,E/S,5,1807-785,대합(B1)-지상(#6 출구),외부
622,5,마곡,E/S,6,1807-786,대합(B1)-지상(#6 출구),외부
623,5,마곡,E/S,7,1814-757,대합(B1)-지상(#3 출구),외부
624,5,마곡,E/S,8,1814-758,대합(B1)-지상(#3 출구),외부
625,5,마곡,E/S,9,1814-759,대합(B1)-지상(#4 출구),외부
626,5,마곡,E/S,10,1814-760,대합(B1)-지상(#4 출구),외부
627,5,마곡,E/S,11,1814-761,대합(B1)-지상(#5 출구),외부
628,5,마곡,E/S,12,1814-762,대합(B1)-지상(#6 출구),외부
629,5,우장산,E/S,1,1808-083,대합(B1)-지상(#1 출구),외부
630,5,우장산,E/S,2,1808-084,대합(B1)-지상(#2 출구),외부
631,5,우장산,E/S,3,1807-191,대합(B1)-지상(#3 출구),외부
632,5,우장산,E/S,4,1807-192,대합(B1)-지상(#3 출구),외부
633,5,화곡,E/S,1,1810-191,대합(B2)-대합(B1),내부
634,5,화곡,E/S,2,1810-192,대합(B2)-대합(B1),내부
635,5,화곡,E/S,3,1810-193,대합(B1)-지상(#3 출구),외부
636,5,화곡,E/S,4,1810-194,대합(B1)-지상(#3 출구),외부
637,5,까치산,E/S,1,1807-670,상/시점(B5)-대합(B1),내부
638,5,까치산,E/S,2,1807-671,상/시점(B5)-대합(B1),내부
639,5,까치산,E/S,3,1808-073,하/시점(B5)-대합(B1),내부
640,5,까치산,E/S,4,1808-074,하/시점(B5)-대합(B1),내부
641,5,까치산,E/S,5,1807-711,상/종점(B5)-대합(B1),내부
642,5,까치산,E/S,6,1807-712,상/종점(B5)-대합(B1),내부
643,5,까치산,E/S,7,1808-077,하/종점(B5)-대합(B1),내부
644,5,까치산,E/S,8,1808-078,하/종점(B5)-대합(B1),내부
645,5,까치산,E/S,9,1808-079,대합(B1)-지상(#1 출구),외부
646,5,까치산,E/S,10,1808-080,대합(B1)-지상(#1 출구),외부
647,5,까치산,E/S,11,1804-466,대합(B1)-지상(#3 출구 측),외부
648,5,까치산,E/S,12,1804-467,대합(B1)-지상(#3 출구 측),외부
649,5,신정,E/S,1,1811-085,상/시점(B3)-대합(B2),내부
650,5,신정,E/S,2,1811-086,상/시점(B3)-대합(B2),내부
651,5,신정,E/S,3,1811-087,하/시점(B3)-대합(B2),내부
652,5,신정,E/S,4,1811-088,하/시점(B3)-대합(B2),내부
653,5,신정,E/S,5,1808-065,시/대합(B2)-대합(B1),내부
654,5,신정,E/S,6,1808-066,시/대합(B2)-대합(B1),내부
655,5,신정,E/S,7,1808-069,B1-BM1,내부
656,5,신정,E/S,8,1808-070,B1-BM1,내부
657,5,신정,E/S,9,1808-067,BM1-지상(#1 출구),외부
658,5,신정,E/S,10,1808-068,BM1-지상(#1 출구),외부
659,5,목동,E/S,1,1804-711,대합(B1)-지상(#1 출구),외부
660,5,목동,E/S,2,1804-712,대합(B1)-지상(#1 출구),외부
661,5,목동,E/S,3,1814-777,F1-B1,외부
662,5,목동,E/S,4,1814-778,B1-F1,외부
663,5,오목교,E/S,1,1808-058,대합(B1)-BM1(#3 출구 측),내부
664,5,오목교,E/S,2,1808-059,대합(B1)-BM1(#7 출구 측),내부
665,5,오목교,E/S,3,1808-060,B1-BM1,내부
666,5,오목교,E/S,4,1804-416,하/대합(B2)-대합(B1),내부
667,5,오목교,E/S,5,1804-417,하/대합(B2)-대합(B1),내부
668,5,오목교,E/S,6,1804-418,B1-BM1,내부
669,5,오목교,E/S,7,1809-956,승강장(B3)-대합(B2),내부
670,5,오목교,E/S,8,1809-957,승강장(B3)-대합(B2),내부
671,5,오목교,E/S,9,1809-958,승강장(B3)-대합(B2),내부
672,5,오목교,E/S,10,1809-959,승강장(B3)-대합(B2),내부
673,5,양평,E/S,1,1808-097,중앙(B3)-대합(B1),내부
674,5,양평,E/S,2,1808-098,중앙(B3)-대합(B1),내부
675,5,양평,E/S,3,1808-099,중앙(B3)-대합(B1),내부
676,5,양평,E/S,4,1808-100,중앙(B3)-대합(B1),내부
677,5,양평,E/S,5,1804-419,BM1-지상(#2 출구),외부
678,5,양평,E/S,6,1804-420,BM1-지상(#2 출구),외부
679,5,양평,E/S,7,1812-613,B4-B3,내부
680,5,양평,E/S,8,1812-614,B3-B4,내부
681,5,영등포구청,E/S,1,1808-371,주차장(B3)-대합(B1),내부
682,5,영등포구청,E/S,2,1808-372,주차장(B3)-대합(B1),내부
683,5,영등포구청,E/S,3,1808-373,주차장(B3)-대합(B1),내부
684,5,영등포구청,E/S,4,1808-374,주차장(B3)-대합(B1),내부
685,5,영등포구청,E/S,5,1804-456,환/대합(B4)-환승(B1),내부
686,5,영등포구청,E/S,6,1804-457,환/대합(B4)-환승(B1),내부
687,5,영등포구청,E/S,7,1804-458,환/대합(B4)-환승(B1),내부
688,5,영등포구청,E/S,8,1808-284,시/승강(B5)-대합(B4),내부
689,5,영등포구청,E/S,9,1808-285,시/승강(B5)-대합(B4),내부
690,5,영등포구청,E/S,10,1808-375,종/승강(B5)-대합(B4),내부
691,5,영등포구청,E/S,11,1808-376,대합(B1)-지상(#7 출구),외부
692,5,영등포구청,E/S,12,1808-377,대합(B1)-지상(#7 출구),외부
693,5,영등포구청,E/S,13,1812-609,B4-B3,내부
694,5,영등포구청,E/S,14,1812-610,B3-B4,내부
695,5,영등포시장,E/S,3,1809-955,대합(B2)-대합(B1),내부
696,5,영등포시장,E/S,4,1809-954,대합(B2)-대합(B1),내부
697,5,영등포시장,E/S,5,1809-960,대합(B3)-대합(B2),내부
698,5,영등포시장,E/S,6,1809-961,대합(B3)-대합(B2),내부
699,5,영등포시장,E/S,7,1814-607,대합(B1)-지상(#2 출구),외부
700,5,영등포시장,E/S,8,1814-608,대합(B1)-지상(#2 출구),외부
701,5,영등포시장,E/S,1,1804-459,중앙/대합(B5)-대합(B3),내부
702,5,영등포시장,E/S,2,1804-460,중앙/대합(B5)-대합(B3),내부
703,5,신길,E/S,1,1804-421,대합(B3)-지상(#3 출구),외부
704,5,신길,E/S,2,1804-422,대합(B3)-지상(#3 출구),외부
705,5,신길,E/S,3,1804-423,5환승(B3)-1환승(B1),내부
706,5,신길,E/S,4,1804-424,5환승(B3)-1환승(B1),내부
707,5,신길,E/S,5,1804-425,5환승(B3)-1환승(B1),내부
708,5,신길,E/S,6,1804-426,5환승(B3)-1환승(B1),내부
709,5,신길,E/S,7,1804-427,하/시/승강(B4)-환승(B3),내부
710,5,신길,E/S,8,1804-428,하/시/승강(B4)-환승(B3),내부
711,5,신길,E/S,9,1804-429,상/종/승강(B4)-환승(B3),내부
712,5,여의도,E/S,1,1804-452,중앙(B3)-대합(B1),내부
713,5,여의도,E/S,2,1804-453,중앙(B3)-대합(B1),내부
714,5,여의도,E/S,3,1804-454,중앙(B3)-대합(B1),내부
715,5,여의도,E/S,4,1804-455,중앙(B3)-대합(B1),내부
716,5,여의나루,E/S,1,1808-383,중앙(B4)-대합(B2),내부
717,5,여의나루,E/S,2,1808-384,중앙(B4)-대합(B2),내부
718,5,여의나루,E/S,3,1808-385,중앙(B4)-대합(B2),내부
719,5,여의나루,E/S,4,1808-386,중앙(B4)-대합(B2),내부
720,5,여의나루,E/S,5,1808-379,중앙(B3)-대합(B1),내부
721,5,여의나루,E/S,6,1808-378,중앙(B3)-대합(B1),내부
722,5,여의나루,E/S,7,1808-380,대합(B1)-BM1,내부
723,5,여의나루,E/S,8,1808-381,대합(B1)-BM1,내부
724,5,여의나루,E/S,9,1808-382,대합(B1)-BM1,내부
725,5,여의나루,E/S,10,1808-296,BM1-지상(#4 출구),외부
726,5,여의나루,E/S,11,1808-297,BM1-지상(#4 출구),외부
727,5,마포,E/S,1,1808-186,대합(B1)-B3(중앙),내부
728,5,마포,E/S,2,1808-187,대합(B1)-B3(중앙),내부
729,5,마포,E/S,3,1800-849,대합(B1)-B3(중앙),내부
730,5,마포,E/S,4,1800-850,대합(B1)-B3(중앙),내부
731,5,마포,E/S,5,1800-568,대합(B1)-지상(#2 출구),외부
732,5,마포,E/S,6,1800-569,대합(B1)-지상(#2 출구),외부
733,5,마포,E/S,7,1801-001,대합(B4)-중앙(B3),내부
734,5,마포,E/S,8,1801-002,대합(B4)-중앙(B3),내부
735,5,마포,E/S,9,1800-848,대합(B1)-지상(#3 출구),외부
736,5,마포,E/S,10,1800-847,대합(B1)-지상(#3 출구),외부
737,5,공덕,E/S,1,1808-903,중앙/승강(B3)-6(종)환승(B2),내부
738,5,공덕,E/S,2,1808-904,중앙/승강(B3)-6(종)환승(B2),내부
739,5,공덕,E/S,3,1808-905,중앙/승강(B3)-6(시)환승(B2),내부
740,5,공덕,E/S,4,1808-906,중앙/승강(B3)-6(시)환승(B2),내부
741,5,공덕,E/S,5,1800-482,시/대(B2)-시/대(B1),내부
742,5,공덕,E/S,6,1800-483,시/대(B2)-시/대(B1),내부
743,5,공덕,E/S,7,1808-907,종/대(B2)-종/대(B1),내부
744,5,공덕,E/S,8,1808-908,종/대(B2)-종/대(B1),내부
745,5,공덕,E/S,9,1808-909,대합(B1)-지상(#4 출구),외부
746,5,공덕,E/S,10,1808-910,대합(B1)-지상(#4 출구),외부
747,5,공덕,E/S,11,1808-911,대합(B1)-BM1(#2 출구측),내부
748,5,애오개,E/S,1,1800-593,대(B3)-대(B1),내부
749,5,애오개,E/S,2,1800-594,대(B3)-대(B1),내부
750,5,애오개,E/S,3,1810-123,대(B3)-대(B1),내부
751,5,애오개,E/S,4,1810-124,대(B3)-대(B1),내부
752,5,애오개,E/S,5,1808-126,BM1-지상(#4 출구),외부
753,5,애오개,E/S,6,1808-127,BM1-지상(#4 출구),외부
754,5,충정로,E/S,1,1800-576,대합(B2)-대합(B4),내부
755,5,충정로,E/S,2,1800-577,대합(B2)-대합(B4),내부
756,5,충정로,E/S,3,1800-578,대합(B2)-대합(B4),내부
757,5,충정로,E/S,4,1800-579,대합(B2)-대합(B4),내부
758,5,서대문,E/S,1,1800-347,대합(B3)-대합(B1),내부
759,5,서대문,E/S,2,1800-348,대합(B3)-대합(B1),내부
760,5,서대문,E/S,3,1800-349,대합(B3)-대합(B1),내부
761,5,서대문,E/S,4,1800-350,대합(B3)-대합(B1),내부
762,5,서대문,E/S,5,1801-032,BM1-지상(#6 출구),외부
763,5,서대문,E/S,6,1801-033,BM1-지상(#6 출구),외부
764,5,서대문,E/S,7,1800-484,B1-지상(#5 출구),외부
765,5,서대문,E/S,8,1800-485,B1-지상(#5 출구),외부
766,5,서대문,E/S,9,1810-574,B1-지상(#4 출구),외부
767,5,서대문,E/S,10,1810-573,B1-지상(#4 출구),외부
768,5,광화문,E/S,1,1800-311,중앙/승강(B3)-대합(B2),내부
769,5,광화문,E/S,2,1800-312,중앙/승강(B3)-대합(B2),내부
770,5,광화문,E/S,3,1800-313,중앙/대합(B2)-대합(B1),내부
771,5,광화문,E/S,4,1800-314,중앙/대합(B2)-대합(B1),내부
772,5,종로3가,E/S,1,1800-008,중앙/승강(B5)-대합(B3),내부
773,5,종로3가,E/S,2,1800-009,중앙/승강(B5)-대합(B3),내부
774,5,종로3가,E/S,3,1800-010,대합(B3)-대합(B1),내부
775,5,종로3가,E/S,4,1800-011,대합(B3)-대합(B1),내부
776,5,종로3가,E/S,5,1800-012,대합(B4)-환/대합(B3),내부
777,5,종로3가,E/S,6,1800-013,대합(B4)-환/대합(B3),내부
778,5,종로3가,E/S,7,1800-014,대합(B4)-환/대합(B3),내부
779,5,종로3가,E/S,8,1800-017,대합(B4)-환/대합(B3),내부
780,5,종로3가,E/S,9,1800-015,대합(B1)-지상(#4 출구),외부
781,5,종로3가,E/S,10,1800-016,대합(B1)-지상(#4 출구),외부
782,5,을지로4가,E/S,1,1800-744,대합(B4)-대합(B2),내부
783,5,을지로4가,E/S,2,1800-743,대합(B4)-대합(B2),내부
784,5,을지로4가,E/S,3,1800-746,대합(B4)-환승(B2),내부
785,5,을지로4가,E/S,4,1800-745,대합(B4)-환승(B2),내부
786,5,을지로4가,E/S,5,1800-747,중앙/승강(B5)-대합(B3),내부
787,5,을지로4가,E/S,6,1800-748,중앙/승강(B5)-대합(B3),내부
788,5,을지로4가,E/S,7,1800-466,대합(B2)-대합(B1),내부
789,5,을지로4가,E/S,8,1800-467,대합(B2)-대합(B1),내부
790,5,을지로4가,E/S,9,1800-468,대합(B3)-환승(B2),내부
791,5,을지로4가,E/S,10,1809-477,BM1-지상(#4 출구),외부
792,5,을지로4가,E/S,11,1809-478,BM1-지상(#4 출구),외부
793,5,동대문역사문화공원,E/S,1,1808-962,대합(B4)-대합(B2),내부
794,5,동대문역사문화공원,E/S,2,1808-963,대합(B4)-대합(B2),내부
795,5,동대문역사문화공원,E/S,3,1808-964,BM4-대합(B2),내부
796,5,동대문역사문화공원,E/S,4,1808-965,BM4-대합(B2),내부
797,5,동대문역사문화공원,E/S,5,1808-966,BM4-대합(B2),내부
798,5,신금호,E/S,1,1808-967,중앙/승강(B8)-대합(B5),내부
799,5,신금호,E/S,2,1808-968,중앙/승강(B8)-대합(B5),내부
800,5,신금호,E/S,3,1808-969,대합(B5)-대합(B2),내부
801,5,신금호,E/S,4,1808-970,대합(B5)-대합(B2),내부
802,5,신금호,E/S,5,1809-945,대합(B2)-대합(B1),내부
803,5,신금호,E/S,6,1809-946,대합(B2)-대합(B1),내부
804,5,신금호,E/S,7,1812-438,대합(B1)-지상(#1 출구),외부
805,5,신금호,E/S,8,1812-439,대합(B1)-지상(#1 출구),외부
806,5,신금호,E/S,9,1812-440,대합(B1)-지상(#2 출구),외부
807,5,신금호,E/S,10,1812-441,대합(B1)-지상(#2 출구),외부
808,5,신금호,E/S,11,1812-507,대합(B1)-지상(#7 출구),외부
809,5,신금호,E/S,12,1812-508,대합(B1)-지상(#7 출구),외부
810,5,행당,E/S,1,1808-971,대합(B3)-대합(B1),내부
811,5,행당,E/S,2,1808-972,대합(B3)-대합(B1),내부
812,5,행당,E/S,3,1809-471,대합(B1)-지상(#1 출구),외부
813,5,행당,E/S,4,1809-472,대합(B1)-지상(#1 출구),외부
814,5,행당,E/S,5,1808-973,BM4-대합(B3),내부
815,5,행당,E/S,6,1808-974,BM4-대합(B3),내부
816,5,행당,E/S,7,1809-473,대합(B1)-지상(#4 출구),외부
817,5,행당,E/S,8,1809-474,대합(B1)-지상(#4 출구),외부
818,5,왕십리,E/S,1,1800-560,대합(B4)-대합(B2),내부
819,5,왕십리,E/S,2,1800-561,대합(B4)-대합(B2),내부
820,5,왕십리,E/S,3,1800-562,대합(B4)-대합(B2),내부
821,5,왕십리,E/S,4,1800-563,대합(B4)-대합(B2),내부
822,5,왕십리,E/S,5,1800-564,대합(B4)-환승(B2),내부
823,5,왕십리,E/S,6,1800-565,대합(B4)-환승(B2),내부
824,5,왕십리,E/S,7,1800-566,대합(B4)-환승(B2),내부
825,5,왕십리,E/S,8,1800-567,대합(B4)-환승(B2),내부
826,5,마장,E/S,1,1800-689,BM1-지상(#4 출구),외부
827,5,마장,E/S,2,1800-690,BM1-지상(#4 출구),외부
828,5,마장,E/S,3,1800-878,BM2-대합(B1),내부
829,5,마장,E/S,4,1800-877,BM2-대합(B1),내부
830,5,답십리,E/S,1,1800-469,대합(B1)-지상(#1 출구),외부
831,5,답십리,E/S,2,1800-476,대합(B1)-지상(#1 출구),외부
832,5,답십리,E/S,3,1809-476,BM1-지상(#5 출구),외부
833,5,답십리,E/S,4,1809-475,BM1-지상(#5 출구),외부
834,5,장한평,E/S,1,1803-265,대합(B2)-대합(B1),내부
835,5,장한평,E/S,2,1803-266,대합(B2)-대합(B1),내부
836,5,장한평,E/S,3,1809-107,BM1-지상(#3 출구),외부
837,5,장한평,E/S,4,1809-106,BM1-지상(#3 출구),외부
838,5,군자,E/S,1,1802-499,BM1-지상(#5 출구),외부
839,5,군자,E/S,2,1802-500,BM1-지상(#5 출구),외부
840,5,군자,E/S,3,1808-589,대합(BM1)-지상(#4 출구),외부
841,5,군자,E/S,4,1808-590,대합(BM1)-지상(#4 출구),외부
842,5,군자,E/S,5,1811-760,대합(B1)-지상(F1),외부
843,5,군자,E/S,6,1811-761,지상(F1)-대합(B1),외부
844,5,군자,E/S,7,1811-831,B1(대합실)-지상,8번 출구
845,5,군자,E/S,8,1811-832,B1(대합실)-지상,8번 출구
846,5,아차산,E/S,1,1803-348,대합(B1)-지상(#1 출구),외부
847,5,아차산,E/S,2,1803-349,대합(B1)-지상(#1 출구),외부
848,5,아차산,E/S,3,1809-087,BM2-대합(B1),내부
849,5,아차산,E/S,4,1809-088,BM2-대합(B1),내부
850,5,아차산,E/S,5,1809-085,대합(B1)-지상(#3 출구),외부
851,5,아차산,E/S,6,1809-086,대합(B1)-지상(#3 출구),외부
852,5,아차산,E/S,7,1811-617,대합(B1)-지상(#2 출구),외부
853,5,아차산,E/S,8,1811-618,대합(B1)-지상(#2 출구),외부
854,5,광나루,E/S,1,1809-100,BM1-지상(#4 출구),외부
855,5,광나루,E/S,2,1809-099,BM1-지상(#4 출구),외부
856,5,광나루,E/S,3,1800-903,대합(B1)-지상(#3 출구),외부
857,5,광나루,E/S,4,1800-904,대합(B1)-지상(#3 출구),외부
858,5,천호,E/S,1,1802-885,대합(B2)-대합(B1),내부
859,5,천호,E/S,2,1802-886,대합(B2)-대합(B1),내부
860,5,천호,E/S,3,1802-887,BM1-지상(#2 출구),외부
861,5,천호,E/S,4,1802-888,BM1-지상(#2 출구),외부
862,5,천호,E/S,5,1802-889,대합(B1)-지상(#7 출구),외부
863,5,천호,E/S,6,1802-890,대합(B1)-지상(#7 출구),외부
864,5,천호,E/S,7,1802-891,대합(B1)-지상(#8 출구),외부
865,5,천호,E/S,8,1802-892,대합(B1)-지상(#8 출구),외부
866,5,천호,E/S,9,1805-218,BM1-지상(#9 출구),외부
867,5,천호,E/S,10,1805-219,BM1-지상(#9 출구),외부
868,5,천호,E/S,11,1805-653,BM1-지상(#5 출구),외부
869,5,천호,E/S,12,1805-654,BM1-지상(#5 출구),외부
870,5,천호,E/S,13,1807-909,BM1-지상(#10 출구),외부
871,5,천호,E/S,14,1807-910,BM1-지상(#10 출구),외부
872,5,천호,E/S,15,1810-789,B1-F1,외부
873,5,천호,E/S,16,1810-790,F1-B1,외부
874,5,강동,E/S,1,1802-833,대합(B3)-대합(B1),내부
875,5,강동,E/S,2,1802-834,대합(B3)-대합(B1),내부
876,5,강동,E/S,3,1805-630,대합(B3)-대합(B1),내부
877,5,강동,E/S,4,1802-835,대합(B3)-대합(B1),내부
878,5,강동,E/S,5,1802-523,상/승강(B4)-대합(B3),내부
879,5,강동,E/S,6,1802-524,상/승강(B4)-대합(B3),내부
880,5,강동,E/S,7,1802-525,하/승강(B4)-대합(B3),내부
